Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,gamelog_url
2001-02,19.0,SAS,NBA,PG,10.0,10.0,341.0,16.4,0.523,0.199,0.206,1.7,8.2,4.9,23.3,1.5,0.2,12.9,24.2,0.4,0.2,0.6,0.088,0.5,0.0,0.5,0.2,,parketo01,
2002-03,20.0,SAS,NBA,PG,24.0,24.0,814.0,11.9,0.468,0.167,0.281,1.1,7.5,4.5,19.5,1.4,0.3,11.1,23.8,0.0,1.1,1.1,0.063,-1.2,-1.2,-2.4,-0.1,,parketo01,
2003-04,21.0,SAS,NBA,PG,10.0,10.0,386.0,18.9,0.502,0.256,0.208,1.5,5.2,3.2,35.5,1.9,0.2,14.5,26.1,0.8,0.2,1.0,0.13,3.5,0.5,4.0,0.6,,parketo01,
2004-05,22.0,SAS,NBA,PG,23.0,23.0,858.0,12.0,0.49,0.131,0.238,1.8,7.2,4.6,22.3,1.1,0.2,14.9,26.0,-0.2,0.7,0.6,0.032,-1.5,-1.3,-2.7,-0.2,,parketo01,
2005-06,23.0,SAS,NBA,PG,13.0,13.0,475.0,17.5,0.525,0.04,0.35,2.3,9.9,6.3,20.1,1.5,0.2,13.3,30.8,0.2,0.2,0.4,0.039,0.4,-2.0,-1.6,0.0,,parketo01,
2006-07,24.0,SAS,NBA,PG,20.0,20.0,751.0,18.7,0.523,0.06,0.303,2.3,8.1,5.3,30.0,1.6,0.0,14.3,29.2,0.9,0.6,1.6,0.1,1.8,-0.5,1.3,0.6,Finals MVP-1,parketo01,
2007-08,25.0,SAS,NBA,PG,17.0,17.0,654.0,19.9,0.549,0.065,0.304,1.8,9.3,5.6,31.6,1.3,0.1,12.6,29.0,1.0,0.7,1.7,0.122,2.6,0.6,3.2,0.9,,parketo01,
2008-09,26.0,SAS,NBA,PG,5.0,5.0,181.0,29.3,0.588,0.13,0.287,0.6,14.1,7.0,46.6,1.9,0.5,14.7,39.1,0.4,0.1,0.5,0.141,5.7,0.3,6.0,0.4,,parketo01,
2009-10,27.0,SAS,NBA,PG,10.0,2.0,335.0,16.7,0.502,0.019,0.273,3.1,9.9,6.5,29.8,0.9,0.0,11.3,27.1,0.2,0.2,0.3,0.047,1.5,-1.1,0.4,0.2,,parketo01,
2010-11,28.0,SAS,NBA,PG,6.0,6.0,221.0,17.6,0.531,0.086,0.441,0.5,8.1,4.2,28.3,1.9,0.6,15.3,27.8,0.1,0.2,0.3,0.07,2.0,-0.8,1.1,0.2,,parketo01,
2011-12,29.0,SAS,NBA,PG,14.0,14.0,506.0,19.4,0.535,0.093,0.391,1.9,9.3,5.8,31.9,1.3,0.0,14.3,28.3,1.1,0.3,1.4,0.134,2.3,-1.1,1.1,0.4,,parketo01,
2012-13,30.0,SAS,NBA,PG,21.0,21.0,765.0,21.5,0.521,0.085,0.307,2.2,7.8,5.1,34.6,1.7,0.3,11.3,28.9,1.7,0.8,2.4,0.152,3.8,0.0,3.8,1.1,,parketo01,
2013-14,31.0,SAS,NBA,PG,23.0,23.0,719.0,15.8,0.531,0.101,0.202,0.8,6.4,3.7,26.1,1.1,0.2,14.1,28.3,0.3,0.7,1.1,0.071,0.2,-1.6,-1.4,0.1,,parketo01,
2014-15,32.0,SAS,NBA,PG,7.0,7.0,210.0,6.5,0.386,0.099,0.187,2.0,10.0,5.8,18.9,0.5,0.0,10.0,23.4,-0.4,0.1,-0.3,-0.067,-5.0,-2.3,-7.4,-0.3,,parketo01,
2015-16,33.0,SAS,NBA,PG,10.0,10.0,264.0,14.3,0.499,0.163,0.143,0.5,8.7,4.8,31.4,1.2,0.6,14.7,21.5,0.2,0.3,0.4,0.08,-0.4,-0.3,-0.7,0.1,,parketo01,
2016-17,34.0,SAS,NBA,PG,8.0,8.0,211.0,19.5,0.616,0.196,0.144,1.1,10.3,5.5,20.4,1.0,0.0,10.4,24.2,0.5,0.1,0.6,0.139,3.4,0.1,3.4,0.3,,parketo01,
2017-18,35.0,SAS,NBA,PG,5.0,0.0,67.0,7.8,0.412,0.135,0.189,0.0,7.2,3.4,17.5,1.5,0.0,9.1,30.1,-0.2,0.0,-0.2,-0.151,-4.1,-2.4,-6.5,-0.1,,parketo01,
1959-60,22.0,MNL,NBA,PF,9.0,,321.0,13.7,0.472,,0.265,,,,10.8,,,,,0.4,0.2,0.6,0.088,,,,,,larusru01,
1960-61,23.0,LAL,NBA,PF,12.0,,360.0,11.8,0.442,,0.333,,,,8.9,,,,,0.1,0.2,0.3,0.039,,,,,,larusru01,
1961-62,24.0,LAL,NBA,PF,13.0,,461.0,11.7,0.467,,0.583,,,,6.4,,,,,0.3,0.2,0.5,0.056,,,,,,larusru01,
1962-63,25.0,LAL,NBA,PF,13.0,,465.0,13.7,0.5,,0.487,,,,8.4,,,,,0.4,0.4,0.8,0.084,,,,,,larusru01,
1963-64,26.0,LAL,NBA,PF,5.0,,189.0,9.0,0.527,,0.667,,,,8.5,,,,,0.2,-0.1,0.1,0.035,,,,,,larusru01,
1964-65,27.0,LAL,NBA,PF,11.0,,395.0,12.3,0.487,,0.54,,,,10.0,,,,,0.3,0.0,0.3,0.039,,,,,,larusru01,
1965-66,28.0,LAL,NBA,PF,14.0,,397.0,14.2,0.544,,0.54,,,,8.3,,,,,0.7,0.3,1.0,0.116,,,,,,larusru01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,larusru01,
1967-68,30.0,SFW,NBA,PF,10.0,,385.0,14.4,0.466,,0.445,,,,6.2,,,,,0.1,0.2,0.3,0.036,,,,,,larusru01,
1968-69,31.0,SFW,NBA,SF,6.0,,215.0,16.4,0.481,,0.589,,,,11.7,,,,,0.3,0.3,0.6,0.133,,,,,,larusru01,
2014-15,23.0,MIL,NBA,PG,6.0,6.0,191.0,11.5,0.438,0.064,0.154,0.5,15.8,7.5,29.5,1.9,2.8,16.1,23.4,-0.3,0.2,-0.1,-0.032,-2.7,1.0,-1.7,0.0,,cartemi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartemi01,
2016-17,25.0,CHI,NBA,PG,5.0,0.0,53.0,3.4,0.418,0.067,0.267,2.1,6.2,4.2,17.6,2.0,1.9,26.4,19.3,-0.2,0.0,-0.1,-0.111,-6.9,-0.4,-7.3,-0.1,,cartemi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cartemi01,
2018-19,27.0,ORL,NBA,PG,5.0,0.0,92.0,9.2,0.478,0.258,0.258,2.2,23.0,11.9,24.1,1.6,0.0,18.8,20.5,-0.1,0.1,0.0,-0.022,-3.9,1.8,-2.1,0.0,,cartemi01,
1960-61,23.0,SYR,NBA,SF,8.0,,208.0,12.9,0.442,,0.432,,,,8.7,,,,,0.1,0.2,0.3,0.059,,,,,,gambeda01,
1961-62,24.0,SYR,NBA,SF,5.0,,170.0,10.2,0.431,,0.463,,,,3.5,,,,,0.0,0.2,0.2,0.053,,,,,,gambeda01,
1962-63,25.0,SYR,NBA,SF,5.0,,75.0,6.7,0.403,,0.382,,,,0.0,,,,,-0.1,0.0,-0.1,-0.065,,,,,,gambeda01,
1963-64,26.0,PHI,NBA,SF,5.0,,149.0,11.9,0.48,,0.45,,,,7.8,,,,,0.2,0.0,0.2,0.058,,,,,,gambeda01,
1964-65,27.0,PHI,NBA,SF,10.0,,132.0,10.7,0.492,,0.708,,,,6.1,,,,,0.2,0.1,0.2,0.087,,,,,,gambeda01,
1965-66,28.0,PHI,NBA,SF,5.0,,82.0,8.3,0.443,,0.379,,,,7.4,,,,,0.0,0.1,0.1,0.038,,,,,,gambeda01,
1966-67,29.0,PHI,NBA,SF,5.0,,24.0,23.6,0.66,,0.545,,,,11.6,,,,,0.2,0.0,0.2,0.384,,,,,,gambeda01,
1991-92,29.0,PHO,NBA,SG,8.0,0.0,104.0,12.6,0.529,0.053,0.553,3.4,10.1,6.8,18.7,2.3,0.0,14.5,22.1,0.1,0.1,0.1,0.066,-2.3,0.1,-2.2,0.0,,burttst01,
1991-92,24.0,NJN,NBA,PF,4.0,0.0,77.0,8.4,0.424,0.037,0.407,11.4,22.8,16.6,13.9,0.6,1.7,18.0,20.6,-0.1,0.1,-0.1,-0.036,-5.4,-0.7,-6.1,-0.1,,millste01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,millste01,
1995-96,28.0,DET,NBA,PF,3.0,0.0,48.0,8.1,0.353,0.4,0.3,7.9,5.7,6.8,14.5,1.2,0.0,4.2,24.6,0.0,0.0,-0.1,-0.084,-3.0,-2.8,-5.9,0.0,,millste01,
1996-97,29.0,DET,NBA,PF,5.0,4.0,196.0,12.9,0.52,0.473,0.073,2.4,22.7,11.6,6.5,1.8,0.0,6.6,16.0,0.1,0.3,0.4,0.097,1.5,0.5,2.0,0.2,,millste01,
1997-98,30.0,MIA,NBA,PF,2.0,0.0,11.0,1.4,0.34,0.8,0.4,0.0,32.9,16.7,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,-0.093,-6.8,-2.8,-9.6,0.0,,millste01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,millste01,
1999-00,32.0,DET,NBA,PF,3.0,3.0,77.0,11.5,0.787,0.6,0.133,0.0,10.2,4.9,2.8,1.4,0.0,11.2,11.3,0.2,0.1,0.3,0.165,1.6,1.5,3.1,0.1,,millste01,
1989-90,27.0,UTA,NBA,PG,5.0,0.0,45.0,8.5,0.377,0.304,0.087,2.4,5.4,3.8,43.5,1.1,0.0,11.2,25.7,-0.1,0.0,0.0,-0.053,-3.2,-1.3,-4.5,0.0,,ruddde01,
1990-91,28.0,UTA,NBA,PG,9.0,0.0,58.0,17.0,0.527,0.571,0.19,4.2,0.0,2.0,45.4,2.6,0.0,11.6,19.5,0.1,0.1,0.2,0.147,5.0,1.1,6.0,0.1,,ruddde01,
1991-92,29.0,UTA,NBA,SG,10.0,0.0,84.0,12.5,0.549,0.333,0.19,0.0,5.8,3.0,35.0,1.9,0.0,14.9,14.5,0.1,0.0,0.2,0.094,0.0,0.6,0.6,0.1,,ruddde01,
2004-05,22.0,WAS,NBA,PF,3.0,0.0,60.0,9.6,0.442,0.0,0.692,7.2,20.8,13.8,7.7,0.0,2.7,10.5,13.6,0.0,0.0,0.1,0.041,-1.1,-1.7,-2.8,0.0,,brownkw01,
2005-06,23.0,LAL,NBA,C,7.0,7.0,225.0,15.3,0.572,0.0,0.477,9.1,17.1,12.9,5.1,0.5,2.3,13.2,18.3,0.3,0.1,0.4,0.081,0.0,-0.2,-0.2,0.1,,brownkw01,
2006-07,24.0,LAL,NBA,C,5.0,5.0,133.0,11.2,0.538,0.0,0.25,10.4,13.9,12.0,1.2,0.4,2.4,18.4,16.0,0.1,0.0,0.0,0.005,-2.4,-0.8,-3.2,0.0,,brownkw01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brownkw01,
2008-09,26.0,DET,NBA,C,3.0,0.0,48.0,6.8,0.461,0.0,0.5,15.8,25.4,20.4,0.0,0.0,5.7,23.5,13.5,0.0,0.0,0.0,0.007,-6.6,0.5,-6.1,-0.1,,brownkw01,
1948-49,25.0,WSC,BAA,,11.0,,,,0.414,,0.333,,,,,,,,,0.2,0.4,0.6,,,,,,,okeefdi01,
1949-50,26.0,WSC,NBA,,2.0,,,,0.454,,0.615,,,,,,,,,0.1,-0.1,0.0,,,,,,,okeefdi01,
1974-75,24.0,CHI,NBA,SG,10.0,,93.0,13.3,0.475,,0.293,2.2,10.2,6.1,7.5,2.1,0.0,,,0.0,0.1,0.2,0.081,-1.4,-0.1,-1.5,0.0,,wilsobo03,
1986-87,23.0,LAL,NBA,SF,3.0,0.0,27.0,25.8,0.589,0.0,0.182,13.8,11.3,12.4,10.4,7.1,0.0,0.0,18.1,0.1,0.1,0.2,0.299,3.6,3.7,7.3,0.1,,thompbi01,
2004-05,24.0,CHI,NBA,PG,6.0,6.0,213.0,20.7,0.563,0.33,0.29,1.9,9.4,5.5,31.1,2.8,1.4,11.0,25.2,0.5,0.2,0.7,0.166,4.2,2.6,6.8,0.5,,hinriki01,
2005-06,25.0,CHI,NBA,PG,6.0,6.0,234.0,16.7,0.547,0.277,0.447,0.0,9.8,5.0,36.3,1.7,0.7,17.6,26.5,0.2,0.2,0.5,0.094,1.5,0.7,2.2,0.3,,hinriki01,
2006-07,26.0,CHI,NBA,PG,10.0,10.0,362.0,13.1,0.471,0.368,0.222,1.3,12.1,6.8,37.3,1.3,0.7,15.2,19.3,0.3,0.4,0.7,0.091,-0.5,1.1,0.6,0.2,,hinriki01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hinriki01,
2008-09,28.0,CHI,NBA,SG,7.0,0.0,210.0,17.1,0.603,0.484,0.403,1.2,8.9,5.3,16.2,3.0,1.1,9.9,17.6,0.4,0.2,0.6,0.141,2.7,2.0,4.7,0.3,,hinriki01,
2009-10,29.0,CHI,NBA,SG,5.0,5.0,196.0,13.3,0.533,0.308,0.269,0.6,13.1,6.5,15.1,1.9,0.0,3.3,13.9,0.3,0.1,0.4,0.086,-0.5,1.5,1.1,0.2,,hinriki01,
2010-11,30.0,ATL,NBA,PG,6.0,6.0,173.0,14.6,0.582,0.365,0.019,0.7,9.0,4.9,17.3,2.3,1.0,7.1,16.0,0.3,0.2,0.5,0.132,0.3,2.9,3.2,0.2,,hinriki01,
2011-12,31.0,ATL,NBA,SG,6.0,4.0,141.0,10.1,0.551,0.533,0.067,3.1,7.0,5.0,7.6,1.5,0.0,6.1,11.2,0.2,0.2,0.4,0.133,-0.6,1.6,1.0,0.1,,hinriki01,
2012-13,32.0,CHI,NBA,PG,4.0,4.0,162.0,12.7,0.521,0.297,0.378,0.7,7.8,4.2,23.2,2.7,0.5,15.6,14.9,0.2,0.1,0.2,0.064,-1.5,2.2,0.7,0.1,,hinriki01,
2013-14,33.0,CHI,NBA,PG,5.0,5.0,167.0,8.2,0.476,0.339,0.071,0.7,10.0,5.2,24.4,1.3,0.5,16.0,19.8,-0.1,0.1,0.0,0.005,-3.1,0.8,-2.2,0.0,,hinriki01,
2014-15,34.0,CHI,NBA,SG,10.0,0.0,126.0,9.2,0.64,0.526,0.158,0.0,4.3,2.2,13.5,1.3,0.6,4.7,7.7,0.2,0.1,0.4,0.134,-2.3,1.4,-0.9,0.0,,hinriki01,
2015-16,35.0,ATL,NBA,PG,6.0,0.0,27.0,5.1,0.357,0.429,0.0,0.0,15.2,8.0,16.3,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.012,-5.4,-0.8,-6.2,0.0,,hinriki01,
2013-14,24.0,TOR,NBA,PF,7.0,0.0,199.0,17.4,0.653,0.375,0.375,7.6,20.6,14.4,8.2,0.8,1.4,9.7,14.6,0.5,0.2,0.7,0.172,4.1,0.7,4.8,0.3,,pattepa01,
2014-15,25.0,TOR,NBA,PF,4.0,0.0,106.0,16.7,0.713,0.556,0.148,4.0,11.4,7.5,7.8,1.4,0.0,9.4,13.5,0.3,0.0,0.3,0.125,4.5,-0.4,4.1,0.2,,pattepa01,
2015-16,26.0,TOR,NBA,PF,20.0,9.0,583.0,10.1,0.519,0.515,0.191,5.6,10.5,7.9,6.8,0.6,1.4,10.9,13.2,0.5,0.3,0.7,0.061,0.4,-0.5,-0.1,0.3,,pattepa01,
2016-17,27.0,TOR,NBA,PF,10.0,1.0,185.0,7.9,0.44,0.722,0.167,0.7,12.3,6.5,15.9,2.0,1.0,13.4,11.3,-0.1,0.2,0.1,0.027,-0.6,1.2,0.6,0.1,,pattepa01,
2017-18,28.0,OKC,NBA,PF,6.0,0.0,58.0,4.4,0.667,0.667,0.0,1.8,18.0,10.0,7.2,0.8,0.0,33.3,6.8,0.0,0.1,0.1,0.043,-3.7,0.3,-3.4,0.0,,pattepa01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pattepa01,
2019-20,30.0,LAC,NBA,PF,2.0,0.0,10.0,53.4,1.5,1.0,0.0,0.0,11.3,5.6,73.3,0.0,0.0,0.0,13.1,0.2,0.0,0.2,0.906,28.1,11.3,39.4,0.1,,pattepa01,
1969-70,23.0,LAS,ABA,PG,17.0,,526.0,13.3,0.504,0.096,0.21,,,5.8,13.4,,,9.4,19.1,0.4,0.5,0.8,0.076,,,,,,jacksme01,
1970-71,24.0,UTS,ABA,PG,18.0,,598.0,16.4,0.525,0.034,0.228,,,,23.3,,,13.9,,0.8,0.6,1.4,0.115,,,,,,jacksme01,
1971-72,25.0,UTS,ABA,PG,11.0,,267.0,7.6,0.489,0.0,0.234,,,4.7,12.7,,,15.9,15.9,0.0,0.1,0.1,0.018,,,,,,jacksme01,
1993-94,25.0,CHI,NBA,C,10.0,2.0,170.0,13.8,0.544,0.0,0.36,9.8,22.6,16.4,18.4,2.0,3.7,26.6,22.2,-0.1,0.3,0.2,0.064,-4.0,2.5,-1.5,0.0,,longllu01,
1994-95,26.0,CHI,NBA,C,10.0,8.0,204.0,8.6,0.515,0.0,0.2,3.7,15.2,9.6,8.4,1.9,2.1,15.5,14.6,0.0,0.3,0.2,0.057,-5.0,1.6,-3.4,-0.1,,longllu01,
1995-96,27.0,CHI,NBA,C,18.0,18.0,439.0,11.1,0.513,0.0,0.285,9.0,14.1,11.4,10.8,0.9,5.2,20.6,19.0,0.0,0.8,0.8,0.091,-4.3,2.2,-2.1,0.0,,longllu01,
1996-97,28.0,CHI,NBA,C,19.0,19.0,432.0,12.3,0.537,0.0,0.25,10.1,12.7,11.4,13.7,0.9,3.4,19.5,15.5,0.2,0.7,0.9,0.098,-1.6,1.6,0.0,0.2,,longllu01,
1997-98,29.0,CHI,NBA,C,18.0,16.0,456.0,12.3,0.518,0.0,0.325,8.9,16.0,12.3,13.1,1.5,2.6,20.8,18.1,0.2,0.7,0.9,0.092,-2.8,1.6,-1.2,0.1,,longllu01,
1998-99,30.0,PHO,NBA,C,3.0,2.0,51.0,0.6,0.167,0.0,0.0,4.4,21.7,11.6,2.9,3.1,0.0,14.3,12.7,-0.2,0.0,-0.2,-0.197,-5.4,-2.9,-8.4,-0.1,,longllu01,
1999-00,31.0,PHO,NBA,C,9.0,9.0,162.0,3.8,0.363,0.0,0.059,7.8,11.9,9.8,8.4,1.3,1.8,16.0,17.2,-0.3,0.2,-0.1,-0.032,-6.8,0.2,-6.6,-0.2,,longllu01,
1967-68,23.0,DLC,ABA,SF,5.0,,33.0,5.2,0.478,0.0,0.5,,,4.1,0.0,,,0.0,8.3,0.0,0.0,0.0,0.036,,,,,,lochmri01,
1968-69,24.0,DLC,ABA,SF,3.0,,18.0,10.0,0.375,0.0,0.0,,,9.9,7.6,,,0.0,16.5,0.0,0.0,0.0,-0.069,,,,,,lochmri01,
2011-12,21.0,ORL,NBA,PF,4.0,0.0,9.0,20.0,1.136,,,0.0,26.1,12.8,0.0,0.0,0.0,0.0,9.6,0.1,0.0,0.1,0.464,-1.1,4.1,3.0,0.0,,ortonda01,
1970-71,23.0,KEN,ABA,SG,5.0,,36.0,4.8,0.417,0.4,0.45,,,,14.9,,,4.0,,-0.1,0.0,0.0,-0.044,,,,,,wrighho01,
1993-94,23.0,NJN,NBA,SG,1.0,0.0,1.0,87.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,0.0,0.0,1.519,42.0,9.4,51.4,0.0,,waltere01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,waltere01,
1998-99,28.0,MIA,NBA,SG,3.0,0.0,13.0,2.7,0.0,0.667,0.0,0.0,0.0,0.0,54.3,0.0,0.0,0.0,12.1,0.0,0.0,0.0,-0.177,-1.3,-2.9,-4.3,0.0,,waltere01,
1954-55,24.0,NYK,NBA,C,3.0,,63.0,3.9,0.337,,1.313,,,,2.3,,,,,-0.1,0.0,-0.2,-0.116,,,,,,felixra01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,felixra01,
1958-59,28.0,NYK,NBA,C,2.0,,45.0,14.9,0.437,,0.143,,,,6.6,,,,,0.0,0.1,0.1,0.081,,,,,,felixra01,
1959-60,29.0,MNL,NBA,C,8.0,,147.0,13.0,0.5,,0.61,,,,8.8,,,,,0.2,0.1,0.3,0.111,,,,,,felixra01,
1960-61,30.0,LAL,NBA,C,12.0,,339.0,12.3,0.484,,0.358,,,,3.8,,,,,0.4,0.2,0.5,0.076,,,,,,felixra01,
1961-62,31.0,LAL,NBA,C,13.0,,242.0,12.1,0.555,,0.644,,,,3.8,,,,,0.5,0.1,0.6,0.117,,,,,,felixra01,
1996-97,18.0,POR,NBA,PF,2.0,0.0,4.0,-16.6,0.0,0.5,1.0,0.0,32.9,15.7,0.0,0.0,21.0,0.0,34.4,-0.1,0.0,-0.1,-0.762,-21.6,-6.8,-28.4,0.0,,onealje01,
1997-98,19.0,POR,NBA,PF,1.0,0.0,3.0,-5.3,0.0,0.333,0.0,38.3,0.0,20.2,0.0,0.0,55.2,0.0,44.3,-0.1,0.0,0.0,-0.617,-22.9,0.8,-22.1,0.0,,onealje01,
1998-99,20.0,POR,NBA,PF,9.0,0.0,55.0,12.1,0.458,0.0,1.2,18.4,20.1,19.2,3.4,0.0,4.5,11.6,15.6,0.1,0.1,0.1,0.103,-2.2,-0.3,-2.5,0.0,,onealje01,
1999-00,21.0,POR,NBA,C,8.0,0.0,38.0,9.5,0.401,0.0,0.818,6.7,16.6,11.7,4.4,0.0,6.5,0.0,19.2,0.0,0.1,0.1,0.089,-4.7,0.5,-4.3,0.0,,onealje01,
2000-01,22.0,IND,NBA,C,4.0,4.0,157.0,12.1,0.449,0.026,0.256,8.2,27.3,17.6,7.8,0.0,4.4,13.9,15.0,-0.1,0.2,0.2,0.046,-1.6,0.8,-0.8,0.0,,onealje01,
2001-02,23.0,IND,NBA,PF,5.0,5.0,192.0,12.6,0.497,0.013,0.316,4.0,18.7,11.8,5.0,1.1,2.9,13.9,25.1,-0.1,0.4,0.3,0.065,-2.3,0.4,-1.9,0.0,,onealje01,
2002-03,24.0,IND,NBA,PF,6.0,6.0,272.0,22.1,0.568,0.033,0.707,9.6,34.2,21.6,3.2,0.6,6.0,13.0,23.4,0.5,0.4,0.9,0.164,2.6,0.1,2.7,0.3,,onealje01,
2003-04,25.0,IND,NBA,PF,16.0,16.0,604.0,19.4,0.479,0.015,0.404,5.4,22.1,13.7,7.0,0.7,4.7,8.3,27.9,0.7,1.2,1.8,0.147,0.9,0.8,1.6,0.6,,onealje01,
2004-05,26.0,IND,NBA,PF,13.0,13.0,476.0,12.3,0.429,0.014,0.341,5.2,20.7,12.9,14.0,0.8,5.7,12.9,28.4,-1.0,1.0,0.0,0.0,-1.9,0.9,-1.1,0.1,,onealje01,
2005-06,27.0,IND,NBA,PF,6.0,6.0,216.0,18.6,0.587,0.024,0.631,5.6,20.3,13.2,10.4,0.8,5.3,19.5,30.2,0.0,0.3,0.3,0.074,-0.7,1.1,0.4,0.1,,onealje01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onealje01,
2008-09,30.0,MIA,NBA,C,6.0,5.0,162.0,21.6,0.615,0.0,0.627,5.9,14.5,10.5,11.6,1.1,4.8,13.3,23.9,0.4,0.2,0.6,0.19,0.7,1.4,2.1,0.2,,onealje01,
2009-10,31.0,MIA,NBA,C,5.0,5.0,117.0,2.5,0.223,0.0,0.159,9.9,20.7,14.9,6.9,1.8,7.2,12.9,21.5,-0.7,0.2,-0.4,-0.168,-6.9,-0.5,-7.4,-0.2,,onealje01,
2010-11,32.0,BOS,NBA,C,9.0,9.0,197.0,11.9,0.543,0.0,0.256,9.8,13.6,11.8,6.4,0.5,6.9,14.3,13.6,0.2,0.3,0.5,0.12,-3.1,3.5,0.4,0.1,,onealje01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,onealje01,
2013-14,35.0,GSW,NBA,PF,7.0,3.0,84.0,18.4,0.591,0.0,0.25,16.1,16.7,16.4,2.0,0.6,3.1,10.1,20.0,0.2,0.0,0.2,0.118,1.1,-0.7,0.4,0.1,,onealje01,
2024-25,23.0,HOU,NBA,PF,7.0,0.0,132.0,14.6,0.558,0.432,0.182,6.0,19.1,12.6,6.3,3.1,5.8,17.4,19.3,0.0,0.3,0.2,0.079,-0.8,3.1,2.3,0.1,,easonta01,
2024-25,20.0,IND,NBA,SG,7.0,0.0,23.0,-1.3,0.0,0.667,0.0,5.5,19.0,12.7,5.0,0.0,4.1,0.0,5.8,0.0,0.0,0.0,-0.057,-9.2,0.2,-9.1,0.0,,furphjo01,
1995-96,22.0,SEA,NBA,PG,10.0,0.0,24.0,-0.8,0.143,0.286,0.0,0.0,19.4,10.5,38.9,4.5,0.0,36.4,22.2,-0.2,0.1,-0.1,-0.252,-10.8,1.4,-9.3,0.0,,snower01,
1996-97,23.0,SEA,NBA,PG,8.0,0.0,48.0,18.0,0.547,0.364,0.182,0.0,4.9,2.4,38.6,4.4,0.0,0.0,11.1,0.2,0.0,0.2,0.222,1.8,4.1,5.9,0.1,,snower01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snower01,
1998-99,25.0,PHI,NBA,PG,8.0,8.0,306.0,14.0,0.496,0.148,0.307,1.0,11.3,6.0,31.0,1.5,0.3,20.0,18.5,0.3,0.1,0.4,0.061,-1.3,-0.3,-1.6,0.0,,snower01,
1999-00,26.0,PHI,NBA,PG,5.0,4.0,138.0,16.2,0.565,0.129,0.129,0.0,8.8,4.2,42.5,1.6,0.6,17.6,13.2,0.3,0.0,0.4,0.122,1.5,1.4,3.0,0.2,,snower01,
2000-01,27.0,PHI,NBA,PG,23.0,9.0,717.0,11.8,0.457,0.033,0.262,4.0,9.7,6.8,24.8,2.1,0.2,16.1,17.9,0.1,0.4,0.6,0.038,-2.1,0.1,-2.0,0.0,,snower01,
2001-02,28.0,PHI,NBA,PG,5.0,5.0,171.0,9.5,0.411,0.107,0.393,2.0,14.3,7.8,29.9,1.9,0.0,18.6,22.2,-0.2,-0.1,-0.3,-0.078,-3.8,-2.3,-6.1,-0.2,,snower01,
2002-03,29.0,PHI,NBA,PG,12.0,12.0,415.0,14.6,0.541,0.098,0.569,2.7,8.9,5.9,27.6,2.4,0.0,19.0,18.1,0.6,0.4,1.0,0.114,-0.2,0.6,0.4,0.3,,snower01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,snower01,
2005-06,32.0,CLE,NBA,PG,13.0,13.0,408.0,8.2,0.484,0.013,0.382,2.9,9.5,6.3,14.4,1.5,0.6,19.1,12.8,-0.1,0.4,0.3,0.034,-3.3,0.8,-2.4,0.0,,snower01,
2006-07,33.0,CLE,NBA,PG,19.0,0.0,244.0,7.9,0.362,0.079,0.368,3.3,10.2,6.7,19.4,2.5,0.7,15.3,10.3,-0.1,0.4,0.3,0.062,-4.9,2.6,-2.2,0.0,,snower01,
1987-88,22.0,CHI,NBA,SF,10.0,6.0,294.0,10.0,0.49,0.061,0.071,8.8,10.8,9.8,12.7,1.4,1.6,20.3,19.1,-0.3,0.4,0.1,0.016,-1.8,0.5,-1.3,0.1,,pippesc01,
1988-89,23.0,CHI,NBA,SF,17.0,17.0,619.0,14.4,0.544,0.308,0.275,6.7,17.0,12.1,17.5,2.0,1.8,16.7,18.0,0.4,1.0,1.3,0.104,1.6,1.5,3.1,0.8,,pippesc01,
1989-90,24.0,CHI,NBA,SF,15.0,14.0,612.0,18.7,0.569,0.148,0.476,6.3,15.1,10.6,21.7,2.6,2.2,16.2,21.8,0.9,1.0,1.9,0.149,2.9,2.5,5.4,1.2,,pippesc01,
