Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,player_id,gamelog_url
1980-81,23.0,IND,NBA,SG,2.0,,19.0,3.8,0.455,0.111,0.222,4.8,6.3,5.4,16.9,4.9,0.0,33.6,30.6,-0.1,0.0,-0.1,-0.178,-7.2,0.0,-7.2,0.0,,bradldu01,
1981-82,24.0,PHO,NBA,SG,7.0,,24.0,-0.9,0.296,0.0,0.125,0.0,4.7,2.3,23.6,1.9,2.2,37.2,22.0,-0.1,0.0,-0.1,-0.29,-10.1,-2.7,-12.8,-0.1,,bradldu01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bradldu01,
1984-85,27.0,WSB,NBA,SG,4.0,0.0,41.0,11.8,0.651,0.556,0.444,5.2,11.7,8.3,20.4,2.4,0.0,31.7,16.2,0.0,0.1,0.1,0.064,-1.1,2.6,1.5,0.0,,bradldu01,
1985-86,28.0,WSB,NBA,SG,5.0,0.0,82.0,8.6,0.501,0.345,0.31,2.5,4.1,3.3,12.4,3.0,0.0,17.5,20.6,-0.1,0.1,0.0,-0.006,-4.5,0.3,-4.2,0.0,,bradldu01,
1986-87,29.0,MIL,NBA,SG,12.0,0.0,46.0,2.2,0.379,0.545,0.182,0.0,0.0,0.0,5.4,3.2,0.0,7.8,11.5,-0.1,0.0,0.0,-0.038,-7.0,1.7,-5.3,0.0,,bradldu01,
1976-77,22.0,PHI,NBA,SG,5.0,,16.0,31.5,0.627,,0.364,19.5,12.6,15.9,0.0,2.8,0.0,,,0.1,0.0,0.1,0.295,8.7,0.2,8.9,0.0,,furlote01,
1977-78,23.0,CLE,NBA,SG,2.0,,50.0,19.8,0.54,,0.222,6.5,5.0,5.8,16.0,0.0,0.0,9.2,25.1,0.2,-0.1,0.1,0.088,2.1,-1.8,0.3,0.0,,furlote01,
1978-79,24.0,ATL,NBA,SG,9.0,,244.0,21.0,0.543,,0.248,4.8,8.1,6.6,19.3,1.5,0.4,8.7,23.7,0.8,0.1,0.9,0.181,5.1,0.1,5.2,0.4,,furlote01,
1982-83,23.0,NYK,NBA,SG,6.0,,85.0,12.0,0.67,0.133,0.667,2.8,9.6,6.2,8.2,1.2,0.0,9.3,10.7,0.2,0.0,0.2,0.135,2.1,0.8,2.9,0.1,,tucketr01,
1983-84,24.0,NYK,NBA,SG,12.0,,254.0,11.1,0.515,0.06,0.119,2.7,5.3,4.0,15.5,2.1,0.7,12.0,16.4,0.1,0.1,0.3,0.05,-1.1,0.9,-0.2,0.1,,tucketr01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tucketr01,
1987-88,28.0,NYK,NBA,SG,4.0,0.0,71.0,11.3,0.602,0.684,0.211,0.0,3.3,1.7,8.2,2.1,0.0,4.6,13.0,0.1,0.0,0.1,0.079,1.4,-0.4,1.0,0.1,,tucketr01,
1988-89,29.0,NYK,NBA,SG,9.0,0.0,159.0,16.5,0.594,0.552,0.069,6.3,7.7,7.0,13.5,3.2,0.9,9.1,17.8,0.3,0.2,0.5,0.144,3.2,2.5,5.8,0.3,,tucketr01,
1989-90,30.0,NYK,NBA,SG,10.0,0.0,178.0,11.9,0.52,0.491,0.109,3.2,6.2,4.6,15.7,2.8,0.0,9.4,15.6,0.2,0.0,0.2,0.056,-0.3,0.2,-0.1,0.1,,tucketr01,
1990-91,31.0,NYK,NBA,SG,3.0,2.0,66.0,12.6,0.464,0.4,0.08,5.7,17.1,11.4,25.4,0.8,0.0,3.7,18.6,0.1,0.0,0.1,0.071,2.1,0.9,3.0,0.1,,tucketr01,
1991-92,32.0,SAS,NBA,SG,3.0,0.0,38.0,6.2,0.485,0.357,0.071,3.0,6.6,4.8,7.6,0.0,0.0,17.2,19.7,0.0,0.0,-0.1,-0.087,-3.8,-4.0,-7.8,-0.1,,tucketr01,
1992-93,33.0,CHI,NBA,SG,19.0,0.0,208.0,9.8,0.545,0.565,0.13,2.4,7.6,5.0,12.6,1.8,0.0,12.6,12.3,0.2,0.2,0.4,0.084,0.0,0.1,0.1,0.1,,tucketr01,
1952-53,25.0,SYR,NBA,SF,2.0,,21.0,-9.1,0.213,,0.4,,,,27.0,,,,,-0.2,0.0,-0.2,-0.407,,,,,,lochmbo01,
1971-72,21.0,BAL,NBA,SG,6.0,,153.0,7.2,0.42,,0.203,,,5.7,5.5,,,,,-0.2,0.0,-0.2,-0.058,,,,,,cheniph01,
1972-73,22.0,BAL,NBA,SG,5.0,,211.0,14.4,0.513,,0.047,,,5.6,12.5,,,,,0.3,-0.1,0.2,0.055,,,,,,cheniph01,
1973-74,23.0,CAP,NBA,SG,7.0,,310.0,17.9,0.512,,0.27,2.1,12.3,7.3,6.3,2.1,1.4,,,0.6,0.4,0.9,0.146,1.8,1.3,3.0,0.4,,cheniph01,
1974-75,24.0,WSB,NBA,SG,17.0,,692.0,18.3,0.542,,0.345,2.8,8.1,5.6,12.4,1.5,0.8,,,1.5,0.7,2.2,0.154,3.4,-0.5,2.9,0.9,,cheniph01,
1975-76,25.0,WSB,NBA,SG,7.0,,265.0,12.8,0.465,,0.133,2.6,7.2,5.1,7.9,1.1,0.6,,,-0.1,0.4,0.3,0.054,-0.5,-1.2,-1.6,0.0,,cheniph01,
1976-77,26.0,WSB,NBA,SG,9.0,,360.0,18.2,0.527,,0.296,2.4,9.0,5.8,10.6,2.0,0.6,,,0.7,0.3,1.0,0.137,2.6,0.3,2.9,0.4,,cheniph01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cheniph01,
1978-79,28.0,WSB,NBA,SG,9.0,,97.0,-1.4,0.246,,0.239,3.0,5.3,4.1,12.5,1.5,0.0,10.6,23.0,-0.4,0.1,-0.4,-0.179,-9.5,-2.2,-11.7,-0.2,,cheniph01,
2024-25,23.0,NYK,NBA,PG,3.0,0.0,6.0,38.5,1.5,1.0,0.0,0.0,19.7,9.6,77.6,0.0,0.0,0.0,7.2,0.1,0.0,0.1,0.646,17.4,5.6,23.1,0.0,,kolekty01,
1999-00,28.0,MIA,NBA,SF,10.0,0.0,157.0,7.4,0.514,0.815,0.593,0.8,6.8,3.8,8.9,2.5,2.1,15.0,12.6,0.0,0.3,0.4,0.112,-3.3,3.4,0.1,0.1,,bowenbr01,
2000-01,29.0,MIA,NBA,SF,3.0,3.0,58.0,3.2,0.375,0.5,0.0,2.1,2.1,2.1,6.5,1.8,2.6,11.1,15.0,-0.1,0.0,-0.1,-0.102,-4.0,0.0,-3.9,0.0,,bowenbr01,
2001-02,30.0,SAS,NBA,SF,10.0,10.0,345.0,9.1,0.506,0.41,0.23,3.0,8.1,5.5,6.6,1.8,1.5,9.4,10.4,0.2,0.3,0.5,0.074,-1.7,2.2,0.5,0.2,,bowenbr01,
2002-03,31.0,SAS,NBA,SF,24.0,24.0,750.0,8.9,0.508,0.552,0.29,2.1,7.8,5.0,8.3,1.4,1.7,8.4,10.9,0.5,1.1,1.6,0.104,-0.5,1.7,1.1,0.6,,bowenbr01,
2003-04,32.0,SAS,NBA,SF,10.0,10.0,298.0,6.5,0.437,0.46,0.206,2.3,9.6,5.8,5.4,0.7,0.8,5.5,11.5,0.1,0.1,0.3,0.043,-2.5,1.2,-1.3,0.1,,bowenbr01,
2004-05,33.0,SAS,NBA,SF,23.0,23.0,814.0,5.4,0.487,0.523,0.133,1.3,8.1,4.8,6.7,0.7,1.1,10.0,8.7,0.3,0.7,1.0,0.06,-2.4,1.5,-0.8,0.2,,bowenbr01,
2005-06,34.0,SAS,NBA,SF,13.0,13.0,442.0,7.9,0.646,0.492,0.033,1.9,6.0,4.1,5.4,1.4,1.4,12.7,7.8,0.4,0.1,0.5,0.059,-0.4,1.5,1.1,0.3,,bowenbr01,
2006-07,35.0,SAS,NBA,SF,20.0,20.0,689.0,8.5,0.534,0.622,0.05,2.1,11.6,6.9,5.7,2.2,0.4,10.3,9.3,0.4,0.8,1.2,0.086,-1.7,2.9,1.2,0.6,,bowenbr01,
2007-08,36.0,SAS,NBA,SF,17.0,17.0,508.0,7.0,0.531,0.581,0.118,0.5,7.0,3.7,6.9,1.2,0.9,8.4,10.1,0.2,0.5,0.7,0.068,-2.1,2.3,0.2,0.3,,bowenbr01,
2008-09,37.0,SAS,NBA,SF,5.0,2.0,130.0,7.4,0.756,0.692,0.154,0.0,14.7,7.0,3.4,1.3,0.0,17.8,6.4,0.1,0.0,0.2,0.059,-2.4,2.0,-0.4,0.1,,bowenbr01,
1972-73,25.0,INA,ABA,SF,7.0,,13.0,16.5,0.543,0.333,0.167,,,0.0,0.0,,,0.0,20.0,0.0,0.0,0.0,0.121,,,,,,arnzebo01,
1989-90,23.0,MIL,NBA,PF,2.0,0.0,4.0,-21.8,0.0,1.0,0.0,0.0,32.4,15.9,0.0,0.0,0.0,50.0,22.7,-0.1,0.0,-0.1,-0.615,-22.8,-5.1,-28.0,0.0,,kornefr01,
2022-23,23.0,LAC,NBA,PG,1.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.048,-4.9,-2.8,-7.6,0.0,,prestja01,
1973-74,24.0,LAL,NBA,SG,3.0,,14.0,15.9,0.326,,0.714,12.3,0.0,6.8,20.5,3.3,3.7,,,0.0,0.0,0.0,-0.124,1.2,0.2,1.4,0.0,,hawthna01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hawthna01,
1975-76,26.0,PHO,NBA,SG,15.0,,81.0,8.7,0.422,,0.423,6.5,14.9,10.6,6.8,2.8,0.7,,,-0.1,0.1,0.0,-0.018,-6.0,0.5,-5.5,-0.1,,hawthna01,
1966-67,22.0,CHI,NBA,C,3.0,,84.0,9.8,0.404,,0.538,,,,14.0,,,,,-0.1,0.0,-0.1,-0.038,,,,,,mueller01,
1967-68,23.0,LAL,NBA,C,14.0,,250.0,5.5,0.345,,0.237,,,,8.6,,,,,-0.4,0.2,-0.2,-0.033,,,,,,mueller01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mueller01,
1972-73,28.0,VIR,ABA,PF,5.0,,112.0,4.9,0.403,0.056,0.389,,,9.6,18.0,,,34.3,11.7,-0.1,-0.1,-0.2,-0.074,,,,,,mueller01,
1975-76,24.0,CLE,NBA,PF,13.0,,489.0,12.7,0.467,,0.475,8.3,22.9,15.3,10.9,1.3,1.4,,,0.2,0.9,1.2,0.114,1.2,1.0,2.2,0.5,,breweji01,
1976-77,25.0,CLE,NBA,PF,3.0,,113.0,10.1,0.419,,0.037,8.3,23.8,15.1,5.8,1.6,2.1,,,0.0,0.2,0.3,0.109,-0.6,1.2,0.6,0.1,,breweji01,
1977-78,26.0,CLE,NBA,PF,1.0,,9.0,-10.5,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,-0.1,-0.279,-14.0,-3.5,-17.5,0.0,,breweji01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,breweji01,
1979-80,28.0,POR,NBA,PF,3.0,,67.0,22.8,0.928,0.0,0.3,9.9,17.5,13.6,6.4,3.8,1.7,8.1,7.9,0.3,0.1,0.4,0.265,5.5,4.3,9.8,0.2,,breweji01,
1980-81,29.0,LAL,NBA,PF,3.0,,7.0,0.0,,,,0.0,12.5,6.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.028,-5.8,-1.4,-7.2,0.0,,breweji01,
1981-82,30.0,LAL,NBA,PF,8.0,,57.0,8.5,0.5,0.0,0.0,7.9,12.4,10.2,7.5,1.6,5.5,40.0,6.9,0.0,0.1,0.0,0.035,-0.8,2.5,1.7,0.1,,breweji01,
1993-94,24.0,DEN,NBA,PG,12.0,12.0,339.0,11.8,0.462,0.24,0.201,1.1,5.0,3.1,18.0,0.8,0.2,7.7,24.8,0.2,0.1,0.3,0.042,-0.8,-1.9,-2.7,-0.1,,abdulma02,
1994-95,25.0,DEN,NBA,PG,3.0,2.0,76.0,10.2,0.511,0.364,0.424,3.0,5.1,4.0,12.3,1.4,0.0,17.0,27.8,0.0,0.0,-0.1,-0.048,-1.1,-3.8,-4.9,-0.1,,abdulma02,
2016-17,20.0,OKC,NBA,PF,2.0,0.0,6.0,17.5,0.42,0.333,1.333,0.0,38.1,18.0,0.0,8.1,16.0,0.0,34.0,0.0,0.0,0.0,0.189,-11.8,11.3,-0.5,0.0,,sabondo01,
2017-18,21.0,IND,NBA,C,7.0,0.0,166.0,18.7,0.622,0.113,0.29,10.7,12.7,11.8,5.1,0.3,1.3,9.1,21.9,0.5,0.2,0.6,0.183,0.4,-0.9,-0.5,0.1,,sabondo01,
2018-19,22.0,IND,NBA,C,4.0,0.0,96.0,15.5,0.484,0.138,0.483,7.3,27.7,16.5,29.1,1.6,1.0,12.5,19.4,0.1,0.1,0.2,0.114,0.2,3.0,3.2,0.1,,sabondo01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sabondo01,
2022-23,26.0,SAC,NBA,C,7.0,7.0,243.0,15.9,0.517,0.051,0.283,12.6,19.9,16.2,20.8,1.9,2.3,18.9,22.4,0.0,0.3,0.3,0.064,0.1,0.7,0.7,0.2,,sabondo01,
1967-68,24.0,DET,NBA,PG,6.0,,254.0,17.0,0.455,,0.271,,,,18.0,,,,,0.0,0.4,0.4,0.066,,,,,,bingda01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bingda01,
1973-74,30.0,DET,NBA,PG,7.0,,312.0,14.2,0.458,,0.229,2.2,6.2,4.3,21.1,0.5,0.2,,,0.2,0.1,0.3,0.053,0.7,-1.9,-1.2,0.1,,bingda01,
1974-75,31.0,DET,NBA,PG,3.0,,134.0,13.9,0.455,,0.277,2.6,5.9,4.4,31.0,1.8,0.0,,,0.0,0.1,0.1,0.021,-2.2,-1.3,-3.5,-0.1,,bingda01,
1975-76,32.0,WSB,NBA,PG,7.0,,209.0,17.4,0.525,,0.461,3.3,5.5,4.5,23.4,1.7,0.5,,,0.3,0.3,0.5,0.123,2.8,-0.8,2.0,0.2,,bingda01,
1976-77,33.0,WSB,NBA,SG,8.0,,55.0,14.8,0.474,,0.125,5.9,5.5,5.7,15.2,0.0,0.9,,,0.0,0.0,0.1,0.047,0.6,-2.2,-1.6,0.0,,bingda01,
1993-94,28.0,NYK,NBA,SG,4.0,0.0,28.0,-4.1,0.0,0.25,0.0,0.0,8.8,4.3,10.6,0.0,0.0,0.0,6.6,-0.1,0.0,0.0,-0.074,-10.0,-4.9,-14.9,-0.1,,gaineco01,
1975-76,24.0,SEA,NBA,SF,6.0,,114.0,17.1,0.62,,0.526,9.1,14.8,11.9,10.6,1.6,1.0,,,0.2,0.0,0.2,0.096,-1.7,0.5,-1.2,0.0,,bantomi01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bantomi01,
1980-81,29.0,IND,NBA,SF,2.0,,51.0,16.0,0.76,0.0,0.438,8.9,7.1,8.1,3.6,0.9,1.1,23.9,19.2,0.1,0.0,0.1,0.116,0.8,-0.4,0.4,0.0,,bantomi01,
1981-82,30.0,PHI,NBA,SF,21.0,,399.0,7.4,0.416,0.0,0.462,11.4,10.3,10.8,7.7,1.8,1.3,18.0,14.0,-0.3,0.4,0.1,0.016,-2.3,-0.4,-2.6,-0.1,,bantomi01,
2021-22,21.0,DEN,NBA,SG,5.0,0.0,87.0,13.6,0.546,0.639,0.389,1.4,13.2,7.1,27.4,0.6,0.0,12.5,24.1,0.2,-0.1,0.1,0.058,0.9,-2.1,-1.1,0.0,,hylanbo01,
2022-23,22.0,LAC,NBA,PG,5.0,0.0,82.0,8.0,0.444,0.455,0.227,1.3,4.5,2.8,7.3,2.4,0.9,7.6,26.9,-0.1,0.0,-0.1,-0.086,-4.7,-2.2,-6.8,-0.1,,hylanbo01,
2023-24,23.0,LAC,NBA,PG,3.0,0.0,12.0,34.0,0.628,0.714,0.571,0.0,18.7,9.5,67.6,0.0,0.0,10.2,37.1,0.1,0.0,0.1,0.346,14.0,2.4,16.3,0.1,,hylanbo01,
1993-94,25.0,MIA,NBA,SF,2.0,0.0,11.0,-11.2,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.2,-0.1,0.0,-0.1,-0.29,-15.4,-4.6,-20.0,-0.1,,burtowi01,
2006-07,31.0,GSW,NBA,C,3.0,0.0,6.0,20.0,1.0,0.0,0.0,0.0,38.5,18.6,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.215,6.4,1.7,8.2,0.0,,foylead01,
2007-08,32.0,ORL,NBA,C,3.0,0.0,11.0,-6.9,0.333,0.0,0.0,0.0,31.5,16.0,0.0,0.0,0.0,40.0,21.7,-0.1,0.0,-0.1,-0.314,-13.7,-2.3,-16.0,0.0,,foylead01,
2008-09,33.0,ORL,NBA,C,2.0,0.0,4.0,-26.3,0.0,0.0,0.0,0.0,31.2,15.7,0.0,0.0,0.0,50.0,24.2,-0.1,0.0,-0.1,-0.615,-25.5,-5.6,-31.1,0.0,,foylead01,
2007-08,24.0,CLE,NBA,PF,5.0,0.0,20.0,6.6,0.521,0.0,1.0,11.9,24.8,18.2,0.0,0.0,4.3,25.8,9.2,0.0,0.0,0.0,0.082,-6.3,0.1,-6.2,0.0,,jonesdw02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jonesdw02,
2009-10,26.0,PHO,NBA,PF,2.0,0.0,10.0,21.3,0.665,0.0,2.0,12.3,47.3,30.1,0.0,0.0,0.0,21.0,21.9,0.0,0.0,0.0,0.172,2.6,-1.0,1.6,0.0,,jonesdw02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jonesdw02,
2012-13,29.0,GSW,NBA,PF,2.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.012,-4.6,-5.1,-9.7,0.0,,jonesdw02,
1956-57,22.0,SYR,NBA,SF,5.0,,88.0,5.8,0.3,,0.429,,,,1.9,,,,,-0.2,0.1,-0.1,-0.075,,,,,,holupjo01,
1957-58,23.0,DET,NBA,SF,7.0,,134.0,9.0,0.42,,0.372,,,,3.5,,,,,0.0,0.0,0.1,0.024,,,,,,holupjo01,
1958-59,24.0,DET,NBA,SF,3.0,,36.0,6.5,0.351,,0.5,,,,12.1,,,,,-0.1,0.0,-0.1,-0.096,,,,,,holupjo01,
2014-15,22.0,LAC,NBA,SG,14.0,2.0,250.0,12.9,0.516,0.333,0.181,2.6,7.5,5.0,10.1,1.9,1.4,9.6,21.8,0.1,0.1,0.2,0.045,-0.2,-0.3,-0.4,0.1,,riverau01,
2015-16,23.0,LAC,NBA,SG,6.0,2.0,144.0,12.4,0.477,0.279,0.148,2.8,8.2,5.5,18.7,1.1,0.0,9.7,22.3,0.0,0.1,0.1,0.037,-1.3,-0.4,-1.8,0.0,,riverau01,
2016-17,24.0,LAC,NBA,SG,3.0,2.0,90.0,3.1,0.446,0.5,0.077,1.4,10.2,5.7,3.4,0.6,1.1,15.7,17.1,-0.2,0.1,-0.1,-0.062,-3.6,-1.2,-4.8,-0.1,,riverau01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riverau01,
2018-19,26.0,HOU,NBA,SG,10.0,0.0,215.0,8.4,0.572,0.565,0.097,1.1,9.7,5.5,7.2,1.2,0.4,11.0,15.0,0.2,0.1,0.3,0.065,-2.5,0.4,-2.0,0.0,,riverau01,
2019-20,27.0,HOU,NBA,SG,12.0,0.0,211.0,5.4,0.427,0.574,0.213,1.0,15.6,7.9,11.1,1.6,0.5,10.7,15.9,-0.3,0.3,0.0,-0.001,-4.9,0.1,-4.8,-0.1,,riverau01,
2020-21,28.0,DEN,NBA,SG,10.0,9.0,305.0,7.5,0.605,0.667,0.232,0.3,6.4,3.1,9.0,0.3,0.9,10.6,12.1,0.3,-0.1,0.1,0.022,-3.4,-1.0,-4.4,-0.2,,riverau01,
2021-22,29.0,DEN,NBA,SG,5.0,0.0,108.0,6.1,0.569,0.667,0.056,0.0,3.5,1.7,7.4,3.2,1.0,17.8,9.0,0.0,0.0,0.0,0.003,-3.5,1.1,-2.4,0.0,,riverau01,
2022-23,30.0,MIN,NBA,SG,4.0,0.0,46.0,7.8,0.625,0.75,0.0,2.5,10.4,6.3,3.2,1.1,0.0,11.1,9.0,0.0,0.0,0.0,0.024,-2.8,0.5,-2.2,0.0,,riverau01,
1967-68,24.0,DNR,ABA,SF,5.0,,153.0,15.9,0.618,0.0,0.632,,,9.2,8.2,,,18.5,15.4,0.5,0.1,0.5,0.168,,,,,,hammoju01,
1968-69,25.0,DNR,ABA,SF,7.0,,191.0,15.9,0.579,0.0,0.516,,,11.5,3.1,,,15.1,18.2,0.5,0.0,0.5,0.133,,,,,,hammoju01,
1969-70,26.0,DNR,ABA,SF,12.0,,395.0,13.2,0.517,0.0,0.212,,,8.9,11.0,,,12.7,19.7,0.4,0.5,0.9,0.106,,,,,,hammoju01,
2018-19,23.0,DEN,NBA,PF,5.0,0.0,15.0,-0.2,0.5,0.667,0.0,0.0,21.4,10.5,0.0,0.0,0.0,25.0,11.9,0.0,0.0,0.0,-0.076,-7.8,-1.7,-9.5,0.0,,hernaju01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hernaju01,
2021-22,26.0,UTA,NBA,PF,6.0,0.0,56.0,7.3,0.389,0.667,0.0,4.2,20.7,12.5,14.0,1.9,0.0,10.0,16.7,-0.1,0.0,0.0,-0.026,-0.5,0.9,0.4,0.0,,hernaju01,
1995-96,25.0,NYK,NBA,PG,7.0,0.0,92.0,19.8,0.532,0.444,0.259,2.9,8.6,6.0,35.8,6.7,0.0,16.6,19.4,0.1,0.2,0.3,0.175,2.2,7.6,9.8,0.3,,wardch01,
1996-97,26.0,NYK,NBA,PG,9.0,0.0,182.0,8.7,0.348,0.333,0.148,2.1,14.3,8.4,32.0,3.9,0.0,34.3,11.7,-0.2,0.4,0.1,0.038,-3.6,3.4,-0.2,0.1,,wardch01,
1997-98,27.0,NYK,NBA,PG,10.0,10.0,261.0,16.6,0.532,0.382,0.291,1.4,12.3,6.8,39.9,4.2,0.7,21.5,14.6,0.3,0.5,0.8,0.144,1.9,4.4,6.2,0.5,,wardch01,
1998-99,28.0,NYK,NBA,PG,20.0,20.0,494.0,13.1,0.477,0.602,0.086,3.0,8.5,5.7,25.5,4.0,0.5,19.9,12.0,0.3,0.9,1.2,0.115,-0.3,4.0,3.8,0.7,,wardch01,
1999-00,29.0,NYK,NBA,PG,16.0,16.0,439.0,20.3,0.614,0.469,0.186,3.1,15.1,9.2,28.7,2.9,0.9,14.1,16.6,1.2,0.8,1.9,0.209,3.0,4.1,7.1,1.0,,wardch01,
2000-01,30.0,NYK,NBA,PG,5.0,0.0,86.0,4.7,0.422,0.444,0.222,3.2,6.8,5.2,13.5,1.3,0.0,21.3,21.8,-0.2,0.0,-0.1,-0.08,-4.3,-2.6,-6.9,-0.1,,wardch01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wardch01,
2003-04,33.0,SAS,NBA,PG,5.0,0.0,13.0,39.1,0.917,0.5,0.0,0.0,0.0,0.0,19.7,8.5,0.0,25.0,28.9,0.1,0.0,0.1,0.299,14.0,10.9,24.9,0.1,,wardch01,
1980-81,23.0,PHI,NBA,SG,16.0,,356.0,14.3,0.512,0.05,0.45,3.3,8.2,5.9,24.7,1.5,1.1,20.0,31.8,-0.1,0.2,0.1,0.009,0.2,-2.2,-2.0,0.0,,toneyan01,
1981-82,24.0,PHI,NBA,SG,21.0,,707.0,17.4,0.557,0.041,0.282,3.3,4.8,4.1,23.8,1.2,0.2,14.0,28.3,1.2,0.4,1.6,0.106,3.2,-1.9,1.3,0.6,,toneyan01,
1982-83,25.0,PHI,NBA,SG,12.0,,357.0,15.5,0.525,0.027,0.373,3.5,5.2,4.4,24.9,1.5,0.2,17.3,30.4,0.3,0.4,0.6,0.083,2.0,-2.2,-0.2,0.2,,toneyan01,
1983-84,26.0,PHI,NBA,SG,5.0,,180.0,12.1,0.571,0.065,0.39,3.4,3.9,3.6,17.8,1.1,0.3,21.7,26.6,0.0,0.2,0.1,0.029,-0.9,-2.5,-3.4,-0.1,,toneyan01,
1984-85,27.0,PHI,NBA,SG,13.0,13.0,442.0,12.4,0.545,0.08,0.351,2.0,6.0,4.1,22.2,1.3,0.7,19.9,23.3,0.1,0.5,0.5,0.058,0.2,-1.2,-1.0,0.1,,toneyan01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toneyan01,
1986-87,29.0,PHI,NBA,SG,5.0,0.0,104.0,4.3,0.401,0.088,0.059,2.3,7.2,4.9,34.5,0.9,1.1,31.4,20.2,-0.3,0.1,-0.3,-0.12,-4.2,-2.8,-7.0,-0.1,,toneyan01,
1983-84,25.0,DAL,NBA,C,10.0,,178.0,13.1,0.519,0.0,0.515,11.6,22.4,16.6,10.0,0.0,4.6,18.2,11.9,0.2,0.1,0.3,0.079,-2.4,1.8,-0.6,0.1,,nimphku01,
1984-85,26.0,DAL,NBA,C,4.0,0.0,50.0,3.7,0.5,0.0,0.0,6.5,7.0,6.7,7.8,1.0,1.1,25.0,6.7,0.0,0.0,0.0,-0.005,-4.9,0.2,-4.7,0.0,,nimphku01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nimphku01,
1986-87,28.0,DET,NBA,PF,4.0,0.0,30.0,2.5,0.372,0.0,0.444,18.8,18.5,18.7,0.0,0.0,4.1,21.8,19.5,-0.1,0.1,0.0,-0.048,-11.6,-1.6,-13.2,-0.1,,nimphku01,
1987-88,29.0,SAS,NBA,C,3.0,0.0,30.0,13.7,0.551,0.0,0.2,9.8,22.0,15.0,8.5,0.0,1.9,0.0,13.9,0.1,0.0,0.1,0.139,-0.6,-0.1,-0.8,0.0,,nimphku01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nimphku01,
1989-90,31.0,PHI,NBA,C,4.0,0.0,18.0,3.4,0.143,0.0,0.0,19.0,7.0,13.3,0.0,2.9,3.7,0.0,17.2,-0.1,0.0,-0.1,-0.146,-5.3,-4.1,-9.4,0.0,,nimphku01,
1968-69,22.0,SFW,NBA,PF,3.0,,19.0,4.0,0.282,,1.75,,,,0.0,,,,,-0.1,0.0,0.0,-0.109,,,,,,allenbo01,
1998-99,21.0,MIL,NBA,SF,3.0,3.0,60.0,9.3,0.494,0.111,0.667,8.1,16.0,12.1,3.0,0.9,1.6,17.7,22.5,0.0,-0.1,-0.1,-0.062,-3.7,-2.7,-6.5,-0.1,,thomati01,
1999-00,22.0,MIL,NBA,SF,5.0,0.0,142.0,22.6,0.579,0.254,0.288,5.1,13.6,9.6,12.1,0.4,2.1,1.5,21.9,0.6,0.1,0.7,0.23,5.4,0.1,5.6,0.3,,thomati01,
2000-01,23.0,MIL,NBA,PF,18.0,0.0,479.0,16.2,0.591,0.357,0.455,5.3,12.8,9.2,10.2,1.0,1.5,10.9,18.7,1.2,0.3,1.6,0.156,2.5,-0.2,2.3,0.5,,thomati01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomati01,
2002-03,25.0,MIL,NBA,SF,6.0,5.0,191.0,19.0,0.581,0.269,0.41,5.2,13.0,9.2,7.5,0.8,2.4,8.0,24.7,0.5,0.0,0.5,0.13,3.8,-0.9,2.9,0.2,,thomati01,
2003-04,26.0,NYK,NBA,SF,1.0,1.0,22.0,14.9,0.492,0.1,0.5,4.7,24.6,13.3,29.7,0.0,0.0,14.1,28.9,0.0,0.0,0.0,0.062,-0.6,-2.3,-2.9,0.0,,thomati01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomati01,
