Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,player_id
2021-22,31.0,BRK,NBA,SG,4.0,4.0,132.0,22.0,39.0,0.564,12.0,23.0,0.522,10.0,16.0,0.625,0.718,2.0,3.0,0.667,2.0,8.0,10.0,12.0,1.0,3.0,3.0,15.0,58.0,0.0,,curryse01
2022-23,32.0,BRK,NBA,SG,3.0,0.0,58.0,10.0,19.0,0.526,3.0,9.0,0.333,7.0,10.0,0.7,0.605,2.0,3.0,0.667,0.0,3.0,3.0,6.0,0.0,0.0,1.0,2.0,25.0,0.0,,curryse01
1951-52,24.0,FTW,NBA,C,2.0,,35.0,8.0,11.0,0.727,,,,,,,,3.0,5.0,0.6,,,10.0,3.0,,,,8.0,19.0,0.0,,sharech01
1952-53,25.0,FTW,NBA,C,8.0,,198.0,11.0,27.0,0.407,,,,,,,,26.0,39.0,0.667,,,52.0,12.0,,,,45.0,48.0,0.0,,sharech01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sharech01
1955-56,28.0,STL,NBA,C,8.0,,231.0,36.0,73.0,0.493,,,,,,,,31.0,48.0,0.646,,,73.0,13.0,,,,41.0,103.0,0.0,,sharech01
1956-57,29.0,STL,NBA,C,10.0,,168.0,31.0,72.0,0.431,,,,,,,,30.0,50.0,0.6,,,63.0,6.0,,,,39.0,92.0,0.0,,sharech01
1957-58,30.0,STL,NBA,C,11.0,,199.0,24.0,61.0,0.393,,,,,,,,25.0,38.0,0.658,,,68.0,11.0,,,,49.0,73.0,0.0,,sharech01
1958-59,31.0,STL,NBA,C,6.0,,122.0,8.0,27.0,0.296,,,,,,,,10.0,14.0,0.714,,,52.0,9.0,,,,16.0,26.0,0.0,,sharech01
1959-60,32.0,MNL,NBA,C,9.0,,123.0,6.0,14.0,0.429,,,,,,,,10.0,11.0,0.909,,,34.0,5.0,,,,26.0,22.0,0.0,,sharech01
1982-83,23.0,PHI,NBA,C,2.0,,2.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,mcnamma01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcnamma01
1986-87,27.0,PHI,NBA,C,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,mcnamma01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcnamma01
1988-89,29.0,LAL,NBA,C,3.0,0.0,7.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,mcnamma01
1989-90,30.0,LAL,NBA,C,2.0,0.0,5.0,1.0,4.0,0.25,0.0,0.0,,1.0,4.0,0.25,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,mcnamma01
2011-12,22.0,LAL,NBA,SG,9.0,6.0,126.0,16.0,39.0,0.41,0.0,3.0,0.0,16.0,36.0,0.444,0.41,5.0,8.0,0.625,7.0,13.0,20.0,6.0,3.0,7.0,2.0,13.0,37.0,0.0,,ebankde01
1989-90,21.0,LAL,NBA,C,9.0,1.0,175.0,32.0,44.0,0.727,1.0,2.0,0.5,31.0,42.0,0.738,0.739,17.0,19.0,0.895,16.0,32.0,48.0,10.0,8.0,15.0,13.0,27.0,82.0,0.0,,divacvl01
1990-91,22.0,LAL,NBA,C,19.0,19.0,609.0,97.0,172.0,0.564,1.0,6.0,0.167,96.0,166.0,0.578,0.567,57.0,71.0,0.803,49.0,78.0,127.0,21.0,27.0,41.0,41.0,65.0,252.0,0.0,,divacvl01
1991-92,23.0,LAL,NBA,C,4.0,4.0,143.0,15.0,43.0,0.349,0.0,2.0,0.0,15.0,41.0,0.366,0.349,9.0,10.0,0.9,6.0,16.0,22.0,15.0,5.0,3.0,18.0,17.0,39.0,0.0,,divacvl01
1992-93,24.0,LAL,NBA,C,5.0,5.0,167.0,37.0,74.0,0.5,4.0,9.0,0.444,33.0,65.0,0.508,0.527,12.0,22.0,0.545,17.0,30.0,47.0,28.0,6.0,12.0,11.0,22.0,90.0,0.0,,divacvl01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,divacvl01
1994-95,26.0,LAL,NBA,C,10.0,10.0,388.0,57.0,122.0,0.467,2.0,9.0,0.222,55.0,113.0,0.487,0.475,40.0,62.0,0.645,34.0,51.0,85.0,31.0,8.0,13.0,28.0,44.0,156.0,0.0,,divacvl01
1995-96,27.0,LAL,NBA,C,4.0,4.0,115.0,15.0,35.0,0.429,1.0,5.0,0.2,14.0,30.0,0.467,0.443,5.0,8.0,0.625,11.0,19.0,30.0,8.0,0.0,5.0,8.0,10.0,36.0,0.0,,divacvl01
1996-97,28.0,CHH,NBA,C,3.0,3.0,116.0,21.0,46.0,0.457,0.0,3.0,0.0,21.0,43.0,0.488,0.457,12.0,15.0,0.8,13.0,13.0,26.0,10.0,3.0,6.0,6.0,11.0,54.0,0.0,,divacvl01
1997-98,29.0,CHH,NBA,C,9.0,9.0,345.0,42.0,87.0,0.483,0.0,1.0,0.0,42.0,86.0,0.488,0.483,20.0,33.0,0.606,25.0,73.0,98.0,31.0,7.0,14.0,22.0,34.0,104.0,0.0,,divacvl01
1998-99,30.0,SAC,NBA,C,5.0,5.0,198.0,25.0,56.0,0.446,1.0,5.0,0.2,24.0,51.0,0.471,0.455,30.0,36.0,0.833,9.0,41.0,50.0,23.0,8.0,4.0,19.0,17.0,81.0,0.0,,divacvl01
1999-00,31.0,SAC,NBA,C,5.0,5.0,160.0,20.0,56.0,0.357,0.0,2.0,0.0,20.0,54.0,0.37,0.357,16.0,23.0,0.696,9.0,27.0,36.0,14.0,7.0,4.0,9.0,22.0,56.0,0.0,,divacvl01
2000-01,32.0,SAC,NBA,C,8.0,8.0,225.0,28.0,80.0,0.35,1.0,3.0,0.333,27.0,77.0,0.351,0.356,29.0,38.0,0.763,20.0,47.0,67.0,19.0,8.0,12.0,18.0,25.0,86.0,0.0,,divacvl01
2001-02,33.0,SAC,NBA,C,16.0,16.0,535.0,70.0,151.0,0.464,2.0,7.0,0.286,68.0,144.0,0.472,0.47,74.0,98.0,0.755,46.0,103.0,149.0,27.0,18.0,20.0,37.0,76.0,216.0,0.0,,divacvl01
2002-03,34.0,SAC,NBA,C,12.0,12.0,317.0,51.0,91.0,0.56,0.0,0.0,,51.0,91.0,0.56,0.56,35.0,52.0,0.673,30.0,39.0,69.0,27.0,8.0,11.0,16.0,38.0,137.0,0.0,,divacvl01
2003-04,35.0,SAC,NBA,C,12.0,12.0,235.0,31.0,71.0,0.437,0.0,0.0,,31.0,71.0,0.437,0.437,17.0,23.0,0.739,22.0,37.0,59.0,22.0,4.0,5.0,14.0,31.0,79.0,0.0,,divacvl01
1955-56,23.0,PHW,NBA,SG,10.0,,360.0,38.0,107.0,0.355,,,,,,,,47.0,60.0,0.783,,,101.0,58.0,,,,47.0,123.0,1.0,,golato01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golato01
1957-58,25.0,PHW,NBA,SG,8.0,,327.0,36.0,109.0,0.33,,,,,,,,38.0,51.0,0.745,,,84.0,32.0,,,,24.0,110.0,0.0,,golato01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golato01
1959-60,27.0,PHW,NBA,SG,9.0,,340.0,42.0,102.0,0.412,,,,,,,,29.0,36.0,0.806,,,95.0,50.0,,,,41.0,113.0,2.0,,golato01
1960-61,28.0,PHW,NBA,SG,3.0,,127.0,7.0,34.0,0.206,,,,,,,,15.0,20.0,0.75,,,37.0,15.0,,,,14.0,29.0,0.0,,golato01
1961-62,29.0,PHW,NBA,SG,9.0,,316.0,19.0,70.0,0.271,,,,,,,,19.0,25.0,0.76,,,74.0,24.0,,,,38.0,57.0,0.0,,golato01
1995-96,22.0,ATL,NBA,SG,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,boycedo01
2007-08,24.0,HOU,NBA,PF,3.0,0.0,9.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,harrimi01
2018-19,22.0,DET,NBA,SG,3.0,0.0,15.0,6.0,12.0,0.5,1.0,4.0,0.25,5.0,8.0,0.625,0.542,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,,thomakh01
1961-62,22.0,PHW,NBA,PF,4.0,,17.0,0.0,5.0,0.0,,,,,,,,2.0,5.0,0.4,,,3.0,1.0,,,,3.0,2.0,0.0,,luckete01
1983-84,24.0,DET,NBA,SF,5.0,,208.0,48.0,102.0,0.471,0.0,1.0,0.0,48.0,101.0,0.475,0.471,41.0,51.0,0.804,10.0,13.0,23.0,15.0,11.0,0.0,18.0,22.0,137.0,0.0,,tripuke01
1984-85,25.0,DET,NBA,SF,9.0,9.0,288.0,49.0,118.0,0.415,0.0,1.0,0.0,49.0,117.0,0.419,0.415,35.0,40.0,0.875,19.0,20.0,39.0,29.0,4.0,3.0,19.0,22.0,133.0,0.0,,tripuke01
1985-86,26.0,DET,NBA,SF,4.0,4.0,175.0,33.0,71.0,0.465,0.0,0.0,,33.0,71.0,0.465,0.465,21.0,23.0,0.913,10.0,13.0,23.0,9.0,3.0,2.0,16.0,14.0,87.0,0.0,,tripuke01
1986-87,27.0,UTA,NBA,SF,5.0,5.0,70.0,14.0,20.0,0.7,0.0,3.0,0.0,14.0,17.0,0.824,0.7,4.0,4.0,1.0,1.0,6.0,7.0,3.0,4.0,0.0,7.0,6.0,32.0,0.0,,tripuke01
1987-88,28.0,UTA,NBA,SF,2.0,0.0,9.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,,tripuke01
1953-54,25.0,SYR,NBA,PG,13.0,,96.0,7.0,20.0,0.35,,,,,,,,7.0,15.0,0.467,,,6.0,7.0,,,,23.0,21.0,0.0,,masinal01
1967-68,24.0,DNR,ABA,SF,5.0,,153.0,22.0,38.0,0.579,0.0,0.0,,22.0,38.0,0.579,0.579,16.0,24.0,0.667,,,28.0,8.0,,,11.0,17.0,60.0,0.0,,hammoju01
1968-69,25.0,DNR,ABA,SF,7.0,,191.0,33.0,64.0,0.516,0.0,0.0,,33.0,64.0,0.516,0.516,25.0,33.0,0.758,,,50.0,4.0,,,14.0,26.0,91.0,0.0,,hammoju01
1969-70,26.0,DNR,ABA,SF,12.0,,395.0,85.0,170.0,0.5,0.0,0.0,,85.0,170.0,0.5,0.5,22.0,36.0,0.611,,,79.0,34.0,,,27.0,49.0,192.0,0.0,,hammoju01
2020-21,21.0,BRK,NBA,C,12.0,0.0,130.0,14.0,29.0,0.483,0.0,0.0,,14.0,29.0,0.483,0.483,2.0,3.0,0.667,14.0,19.0,33.0,7.0,4.0,12.0,4.0,20.0,30.0,0.0,,claxtni01
2021-22,22.0,BRK,NBA,C,4.0,0.0,98.0,19.0,24.0,0.792,0.0,0.0,,19.0,24.0,0.792,0.792,4.0,22.0,0.182,7.0,18.0,25.0,6.0,5.0,9.0,2.0,6.0,42.0,0.0,,claxtni01
2022-23,23.0,BRK,NBA,C,4.0,4.0,117.0,18.0,25.0,0.72,0.0,0.0,,18.0,25.0,0.72,0.72,6.0,10.0,0.6,5.0,27.0,32.0,6.0,1.0,7.0,3.0,8.0,42.0,0.0,,claxtni01
1971-72,25.0,NYK,NBA,PF,7.0,,13.0,3.0,10.0,0.3,,,,,,,,0.0,0.0,,,,5.0,0.0,,,,5.0,6.0,0.0,,paulkch01
2012-13,23.0,MEM,NBA,PF,5.0,0.0,11.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,,leuerjo01
2013-14,24.0,MEM,NBA,PF,3.0,0.0,23.0,3.0,7.0,0.429,1.0,2.0,0.5,2.0,5.0,0.4,0.5,2.0,2.0,1.0,2.0,6.0,8.0,2.0,1.0,0.0,0.0,2.0,9.0,0.0,,leuerjo01
2014-15,25.0,MEM,NBA,PF,4.0,0.0,9.0,2.0,4.0,0.5,0.0,0.0,,2.0,4.0,0.5,0.5,0.0,0.0,,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,leuerjo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leuerjo01
2018-19,29.0,DET,NBA,PF,1.0,0.0,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,leuerjo01
2006-07,25.0,UTA,NBA,PF,17.0,17.0,654.0,162.0,302.0,0.536,0.0,0.0,,162.0,302.0,0.536,0.536,76.0,103.0,0.738,54.0,153.0,207.0,50.0,17.0,5.0,51.0,52.0,400.0,0.0,,boozeca01
2007-08,26.0,UTA,NBA,PF,12.0,12.0,441.0,76.0,183.0,0.415,0.0,0.0,,76.0,183.0,0.415,0.415,40.0,56.0,0.714,42.0,105.0,147.0,34.0,6.0,2.0,36.0,47.0,192.0,0.0,,boozeca01
2008-09,27.0,UTA,NBA,PF,5.0,5.0,186.0,38.0,72.0,0.528,0.0,0.0,,38.0,72.0,0.528,0.528,27.0,35.0,0.771,12.0,54.0,66.0,11.0,8.0,2.0,15.0,18.0,103.0,0.0,,boozeca01
2009-10,28.0,UTA,NBA,PF,10.0,10.0,402.0,89.0,168.0,0.53,0.0,0.0,,89.0,168.0,0.53,0.53,19.0,35.0,0.543,33.0,99.0,132.0,30.0,4.0,7.0,24.0,38.0,197.0,0.0,,boozeca01
2010-11,29.0,CHI,NBA,C,16.0,16.0,507.0,77.0,178.0,0.433,0.0,1.0,0.0,77.0,177.0,0.435,0.433,48.0,60.0,0.8,40.0,115.0,155.0,28.0,9.0,7.0,28.0,49.0,202.0,0.0,,boozeca01
2011-12,30.0,CHI,NBA,PF,6.0,6.0,200.0,38.0,90.0,0.422,0.0,0.0,,38.0,90.0,0.422,0.422,5.0,7.0,0.714,10.0,49.0,59.0,18.0,5.0,2.0,23.0,20.0,81.0,0.0,,boozeca01
2012-13,31.0,CHI,NBA,PF,12.0,12.0,431.0,83.0,168.0,0.494,0.0,1.0,0.0,83.0,167.0,0.497,0.494,31.0,45.0,0.689,35.0,80.0,115.0,18.0,10.0,1.0,29.0,36.0,197.0,0.0,,boozeca01
2013-14,32.0,CHI,NBA,PF,5.0,5.0,121.0,20.0,47.0,0.426,0.0,0.0,,20.0,47.0,0.426,0.426,8.0,9.0,0.889,8.0,31.0,39.0,5.0,1.0,0.0,7.0,13.0,48.0,0.0,,boozeca01
2012-13,28.0,NYK,NBA,PF,9.0,1.0,93.0,12.0,30.0,0.4,11.0,23.0,0.478,1.0,7.0,0.143,0.583,2.0,2.0,1.0,2.0,7.0,9.0,1.0,5.0,0.0,4.0,9.0,37.0,0.0,,copelch01
2013-14,29.0,IND,NBA,SF,12.0,0.0,82.0,12.0,28.0,0.429,6.0,16.0,0.375,6.0,12.0,0.5,0.536,6.0,9.0,0.667,1.0,4.0,5.0,1.0,3.0,3.0,5.0,13.0,36.0,0.0,,copelch01
1969-70,27.0,CHI,NBA,PF,5.0,,172.0,20.0,52.0,0.385,,,,,,,,19.0,24.0,0.792,,,46.0,4.0,,,,12.0,59.0,0.0,,lovebo01
1970-71,28.0,CHI,NBA,PF,7.0,,330.0,79.0,161.0,0.491,,,,,,,,29.0,36.0,0.806,,,51.0,10.0,,,,26.0,187.0,0.0,,lovebo01
1971-72,29.0,CHI,NBA,PF,4.0,,173.0,32.0,89.0,0.36,,,,,,,,11.0,13.0,0.846,,,27.0,7.0,,,,17.0,75.0,0.0,,lovebo01
1972-73,30.0,CHI,NBA,PF,7.0,,314.0,68.0,148.0,0.459,,,,,,,,30.0,41.0,0.732,,,67.0,23.0,,,,20.0,166.0,0.0,,lovebo01
1973-74,31.0,CHI,NBA,PF,11.0,,489.0,104.0,257.0,0.405,,,,,,,,45.0,59.0,0.763,27.0,36.0,63.0,24.0,14.0,5.0,,28.0,253.0,0.0,,lovebo01
1974-75,32.0,CHI,NBA,PF,13.0,,583.0,138.0,316.0,0.437,,,,,,,,60.0,77.0,0.779,31.0,67.0,98.0,19.0,10.0,5.0,,41.0,336.0,0.0,,lovebo01
2016-17,22.0,MEM,NBA,SG,6.0,2.0,106.0,9.0,26.0,0.346,2.0,11.0,0.182,7.0,15.0,0.467,0.385,3.0,4.0,0.75,3.0,6.0,9.0,7.0,1.0,1.0,2.0,8.0,23.0,0.0,,seldewa01
1971-72,22.0,DNR,ABA,SF,3.0,,20.0,2.0,7.0,0.286,0.0,1.0,0.0,2.0,6.0,0.333,0.286,2.0,2.0,1.0,,,2.0,0.0,,,2.0,1.0,6.0,0.0,,roberma01
1972-73,23.0,DNR,ABA,SF,2.0,,24.0,4.0,8.0,0.5,0.0,0.0,,4.0,8.0,0.5,0.5,2.0,2.0,1.0,0.0,3.0,3.0,1.0,,,0.0,5.0,10.0,0.0,,roberma01
1973-74,24.0,CAR,ABA,PF,4.0,,119.0,20.0,48.0,0.417,0.0,0.0,,20.0,48.0,0.417,0.417,10.0,12.0,0.833,11.0,14.0,25.0,7.0,2.0,1.0,2.0,10.0,50.0,0.0,,roberma01
1974-75,25.0,KEN,ABA,SF,15.0,,259.0,60.0,115.0,0.522,0.0,0.0,,60.0,115.0,0.522,0.522,31.0,41.0,0.756,27.0,27.0,54.0,23.0,3.0,0.0,18.0,29.0,151.0,0.0,,roberma01
2016-17,24.0,UTA,NBA,PG,9.0,0.0,60.0,8.0,13.0,0.615,3.0,6.0,0.5,5.0,7.0,0.714,0.731,4.0,4.0,1.0,0.0,7.0,7.0,4.0,1.0,1.0,3.0,8.0,23.0,0.0,,netora01
2017-18,25.0,UTA,NBA,PG,8.0,0.0,72.0,7.0,23.0,0.304,2.0,7.0,0.286,5.0,16.0,0.313,0.348,5.0,5.0,1.0,2.0,8.0,10.0,10.0,2.0,0.0,4.0,7.0,21.0,0.0,,netora01
2018-19,26.0,UTA,NBA,PG,3.0,0.0,20.0,1.0,6.0,0.167,0.0,1.0,0.0,1.0,5.0,0.2,0.167,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,,netora01
2019-20,27.0,PHI,NBA,PG,2.0,0.0,26.0,3.0,9.0,0.333,2.0,5.0,0.4,1.0,4.0,0.25,0.444,0.0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,8.0,0.0,,netora01
2020-21,28.0,WAS,NBA,PG,5.0,3.0,112.0,12.0,34.0,0.353,4.0,15.0,0.267,8.0,19.0,0.421,0.412,4.0,5.0,0.8,3.0,8.0,11.0,5.0,2.0,0.0,1.0,11.0,32.0,0.0,,netora01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,netora01
2022-23,30.0,CLE,NBA,PG,2.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,,netora01
1969-70,22.0,NYA,ABA,C,2.0,,5.0,0.0,4.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,1.0,0.0,,,2.0,0.0,,,,,0.0,0.0,,tayloro01
1972-73,22.0,NYK,NBA,C,7.0,,55.0,11.0,20.0,0.55,,,,,,,,3.0,7.0,0.429,,,13.0,1.0,,,,6.0,25.0,0.0,,gianejo01
1973-74,23.0,NYK,NBA,C,12.0,,338.0,35.0,86.0,0.407,,,,,,,,18.0,25.0,0.72,39.0,49.0,88.0,23.0,4.0,6.0,,41.0,88.0,0.0,,gianejo01
1974-75,24.0,NYK,NBA,C,3.0,,93.0,11.0,24.0,0.458,,,,,,,,3.0,3.0,1.0,5.0,9.0,14.0,2.0,0.0,4.0,,10.0,25.0,0.0,,gianejo01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gianejo01
1977-78,27.0,MIL,NBA,C,9.0,,290.0,25.0,59.0,0.424,,,,,,,,20.0,26.0,0.769,16.0,42.0,58.0,14.0,8.0,11.0,13.0,24.0,70.0,0.0,,gianejo01
2024-25,19.0,DET,NBA,SF,5.0,0.0,34.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,9.0,10.0,0.9,3.0,3.0,6.0,0.0,0.0,1.0,6.0,5.0,9.0,0.0,,hollaro01
1999-00,25.0,TOR,NBA,PG,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,willial02
2000-01,26.0,TOR,NBA,SG,12.0,12.0,486.0,69.0,160.0,0.431,10.0,28.0,0.357,59.0,132.0,0.447,0.463,17.0,25.0,0.68,6.0,29.0,35.0,50.0,15.0,8.0,16.0,34.0,165.0,0.0,,willial02
2001-02,27.0,TOR,NBA,PG,5.0,5.0,196.0,24.0,75.0,0.32,3.0,14.0,0.214,21.0,61.0,0.344,0.34,9.0,11.0,0.818,2.0,22.0,24.0,28.0,6.0,2.0,8.0,12.0,60.0,0.0,,willial02
2020-21,24.0,MIL,NBA,PF,7.0,0.0,35.0,2.0,10.0,0.2,1.0,2.0,0.5,1.0,8.0,0.125,0.25,2.0,2.0,1.0,1.0,6.0,7.0,0.0,3.0,1.0,1.0,7.0,7.0,0.0,,diakima01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diakima01
2023-24,27.0,NYK,NBA,PF,4.0,0.0,15.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,,diakima01
2011-12,23.0,OKC,NBA,C,5.0,0.0,25.0,4.0,9.0,0.444,0.0,0.0,,4.0,9.0,0.444,0.444,2.0,4.0,0.5,5.0,8.0,13.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,,aldrico01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aldrico01
2015-16,27.0,LAC,NBA,C,6.0,0.0,77.0,10.0,15.0,0.667,0.0,0.0,,10.0,15.0,0.667,0.667,3.0,6.0,0.5,8.0,22.0,30.0,3.0,6.0,3.0,2.0,11.0,23.0,0.0,,aldrico01
2019-20,22.0,TOR,NBA,SG,6.0,0.0,84.0,14.0,29.0,0.483,8.0,19.0,0.421,6.0,10.0,0.6,0.621,7.0,7.0,1.0,2.0,11.0,13.0,7.0,1.0,0.0,6.0,11.0,43.0,0.0,,daviste02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daviste02
2022-23,25.0,SAC,NBA,SG,4.0,0.0,58.0,8.0,20.0,0.4,6.0,17.0,0.353,2.0,3.0,0.667,0.55,2.0,2.0,1.0,2.0,7.0,9.0,6.0,1.0,0.0,2.0,12.0,24.0,0.0,,daviste02
2001-02,21.0,IND,NBA,SG,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,1.0,2.0,0.5,2.0,2.0,4.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,,breweja01
1995-96,28.0,ATL,NBA,PG,10.0,0.0,59.0,7.0,13.0,0.538,0.0,0.0,,7.0,13.0,0.538,0.538,3.0,7.0,0.429,1.0,5.0,6.0,9.0,5.0,1.0,3.0,7.0,17.0,0.0,,jordare01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jordare01
1997-98,30.0,MIN,NBA,SG,2.0,0.0,29.0,5.0,8.0,0.625,1.0,1.0,1.0,4.0,7.0,0.571,0.688,1.0,2.0,0.5,3.0,6.0,9.0,3.0,1.0,0.0,0.0,5.0,12.0,0.0,,jordare01
1967-68,25.0,INA,ABA,PF,3.0,,117.0,29.0,51.0,0.569,0.0,0.0,,29.0,51.0,0.569,0.569,9.0,16.0,0.563,,,22.0,6.0,,,3.0,10.0,67.0,0.0,,netolbo01
1968-69,26.0,INA,ABA,PF,17.0,,702.0,161.0,303.0,0.531,0.0,3.0,0.0,161.0,300.0,0.537,0.531,61.0,97.0,0.629,,,214.0,17.0,,,27.0,55.0,383.0,0.0,,netolbo01
1969-70,27.0,INA,ABA,PF,15.0,,603.0,124.0,249.0,0.498,0.0,0.0,,124.0,249.0,0.498,0.498,56.0,82.0,0.683,,,194.0,20.0,,,39.0,43.0,304.0,0.0,,netolbo01
1970-71,28.0,INA,ABA,PF,11.0,,380.0,67.0,143.0,0.469,0.0,0.0,,67.0,143.0,0.469,0.469,27.0,37.0,0.73,31.0,61.0,92.0,5.0,,,12.0,26.0,161.0,0.0,,netolbo01
