Highlight,Unnamed: 2,In Stathead,player_id
"Career high, Steals",2.0,View full stats from top 20 games,jacksda01
"Career high, Blocks",1.0,View full stats from top 20 games,jacksda01
"Career high, Game Score",16.6,View full stats from top 20 games,jacksda01
"Career high, Points",20.0,View full stats from top 20 games,towneli01
"Career high, Rebounds",7.0,View full stats from top 20 games,towneli01
"Career high, Assists",3.0,View full stats from top 20 games,towneli01
"Career high, Steals",4.0,View full stats from top 20 games,towneli01
"Career high, Blocks",2.0,View full stats from top 20 games,towneli01
"Career high, Game Score",18.4,View full stats from top 20 games,towneli01
"Career high, Points",25.0,View full stats from top 20 games,willivi01
"Career high, Rebounds",12.0,View full stats from top 20 games,willivi01
"Career high, Assists",9.0,View full stats from top 20 games,willivi01
"Career high, Steals",3.0,View full stats from top 20 games,willivi01
"Career high, Blocks",3.0,View full stats from top 20 games,willivi01
"Career high, Game Score",24.3,View full stats from top 20 games,willivi01
"Career high, Points",12.0,View full stats from top 20 games,eschmev01
"Career high, Rebounds",13.0,View full stats from top 20 games,eschmev01
"Career high, Assists",4.0,View full stats from top 20 games,eschmev01
"Career high, Steals",3.0,View full stats from top 20 games,eschmev01
"Career high, Blocks",4.0,View full stats from top 20 games,eschmev01
"Career high, Game Score",13.3,View full stats from top 20 games,eschmev01
"Career high, Points",8.0,View full stats from top 20 games,slubyto01
"Career high, Rebounds",2.0,View full stats from top 20 games,slubyto01
"Career high, Assists",3.0,View full stats from top 20 games,slubyto01
"Career high, Steals",1.0,View full stats from top 20 games,slubyto01
"Career high, Game Score",6.1,View full stats from top 20 games,slubyto01
"Career high, Points",25.0,View full stats from top 20 games,harrish01
"Career high, Rebounds",11.0,View full stats from top 20 games,harrish01
"Career high, Assists",10.0,View full stats from top 20 games,harrish01
"Career high, Steals",5.0,View full stats from top 20 games,harrish01
"Career high, Blocks",3.0,View full stats from top 20 games,harrish01
"Career high, Game Score",26.0,View full stats from top 20 games,harrish01
"Career high, Points",19.0,View full stats from top 20 games,delonna01
"Career high, Rebounds",10.0,View full stats from top 20 games,delonna01
"Career high, Assists",2.0,View full stats from top 20 games,delonna01
"Career high, Points",35.0,View full stats from top 20 games,burleto01
"Career high, Rebounds",20.0,View full stats from top 20 games,burleto01
"Career high, Assists",8.0,View full stats from top 20 games,burleto01
"Career high, Steals",5.0,View full stats from top 20 games,burleto01
"Career high, Blocks",6.0,View full stats from top 20 games,burleto01
"Career high, Game Score",18.0,View full stats from top 20 games,burleto01
"Career high, Points",5.0,View full stats from top 20 games,kitchcu01
"Career high, Rebounds",3.0,View full stats from top 20 games,kitchcu01
"Career high, Assists",1.0,View full stats from top 20 games,kitchcu01
"Career high, Steals",2.0,View full stats from top 20 games,kitchcu01
"Career high, Blocks",1.0,View full stats from top 20 games,kitchcu01
"Career high, Game Score",8.3,View full stats from top 20 games,kitchcu01
"Career high, Points",3.0,View full stats from top 20 games,ellefra01
"Career high, Points",18.0,View full stats from top 20 games,teodomi01
"Career high, Rebounds",7.0,View full stats from top 20 games,teodomi01
"Career high, Assists",10.0,View full stats from top 20 games,teodomi01
"Career high, Steals",3.0,View full stats from top 20 games,teodomi01
"Career high, Blocks",1.0,View full stats from top 20 games,teodomi01
"Career high, Game Score",14.6,View full stats from top 20 games,teodomi01
"Career high, Points",43.0,View full stats from top 20 games,willizi01
"Career high, Rebounds",15.0,View full stats from top 20 games,willizi01
"Career high, Assists",12.0,View full stats from top 20 games,willizi01
"Career high, Steals",6.0,View full stats from top 20 games,willizi01
"Career high, Blocks",5.0,View full stats from top 20 games,willizi01
"Career high, Game Score",36.4,View full stats from top 20 games,willizi01
Triple-Doubles,2.0,View all,willizi01
"Career high, Points",22.0,View full stats from top 20 games,martila01
"Career high, Rebounds",22.0,View full stats from top 20 games,martila01
"Career high, Assists",6.0,View full stats from top 20 games,martila01
"Career high, Steals",3.0,View full stats from top 20 games,martila01
"Career high, Blocks",4.0,View full stats from top 20 games,martila01
"Career high, Points",18.0,View full stats from top 20 games,haranlu01
"Career high, Rebounds",11.0,View full stats from top 20 games,haranlu01
"Career high, Assists",3.0,View full stats from top 20 games,haranlu01
"Career high, Steals",3.0,View full stats from top 20 games,haranlu01
"Career high, Blocks",3.0,View full stats from top 20 games,haranlu01
"Career high, Game Score",16.5,View full stats from top 20 games,haranlu01
"Career high, Points",5.0,View full stats from top 20 games,belltr01
"Career high, Rebounds",1.0,View full stats from top 20 games,belltr01
"Career high, Assists",1.0,View full stats from top 20 games,belltr01
"Career high, Steals",1.0,View full stats from top 20 games,belltr01
"Career high, Game Score",3.6,View full stats from top 20 games,belltr01
"Career high, Points",38.0,View full stats from top 20 games,smithjo03
"Career high, Rebounds",22.0,View full stats from top 20 games,smithjo03
"Career high, Assists",12.0,View full stats from top 20 games,smithjo03
"Career high, Steals",7.0,View full stats from top 20 games,smithjo03
"Career high, Blocks",10.0,View full stats from top 20 games,smithjo03
"Career high, Game Score",34.0,View full stats from top 20 games,smithjo03
Triple-Doubles,3.0,View all,smithjo03
"Career high, Points",8.0,View full stats from top 20 games,cheatzy01
"Career high, Rebounds",3.0,View full stats from top 20 games,cheatzy01
"Career high, Assists",1.0,View full stats from top 20 games,cheatzy01
"Career high, Steals",1.0,View full stats from top 20 games,cheatzy01
"Career high, Blocks",1.0,View full stats from top 20 games,cheatzy01
"Career high, Game Score",7.2,View full stats from top 20 games,cheatzy01
"Career high, Points",29.0,View full stats from top 20 games,claxtsp01
"Career high, Rebounds",9.0,View full stats from top 20 games,claxtsp01
"Career high, Assists",13.0,View full stats from top 20 games,claxtsp01
"Career high, Steals",8.0,View full stats from top 20 games,claxtsp01
"Career high, Blocks",1.0,View full stats from top 20 games,claxtsp01
"Career high, Game Score",26.4,View full stats from top 20 games,claxtsp01
"Career high, Points",3.0,View full stats from top 20 games,dawkian01
"Career high, Rebounds",1.0,View full stats from top 20 games,dawkian01
"Career high, Assists",1.0,View full stats from top 20 games,dawkian01
"Career high, Game Score",1.9,View full stats from top 20 games,dawkian01
"Career high, Points",8.0,View full stats from top 20 games,hunteot01
"Career high, Rebounds",9.0,View full stats from top 20 games,hunteot01
"Career high, Assists",1.0,View full stats from top 20 games,hunteot01
"Career high, Steals",1.0,View full stats from top 20 games,hunteot01
"Career high, Blocks",1.0,View full stats from top 20 games,hunteot01
"Career high, Game Score",7.4,View full stats from top 20 games,hunteot01
"Career high, Points",31.0,View full stats from top 20 games,whiteje01
"Career high, Rebounds",23.0,View full stats from top 20 games,whiteje01
"Career high, Assists",6.0,View full stats from top 20 games,whiteje01
"Career high, Steals",4.0,View full stats from top 20 games,whiteje01
"Career high, Blocks",3.0,View full stats from top 20 games,whiteje01
"Career high, Game Score",26.3,View full stats from top 20 games,whiteje01
"Career high, Points",30.0,View full stats from top 20 games,hillso01
"Career high, Rebounds",12.0,View full stats from top 20 games,hillso01
"Career high, Assists",7.0,View full stats from top 20 games,hillso01
"Career high, Steals",4.0,View full stats from top 20 games,hillso01
"Career high, Blocks",3.0,View full stats from top 20 games,hillso01
"Career high, Game Score",28.6,View full stats from top 20 games,hillso01
"Career high, Points",4.0,View full stats from top 20 games,perovko01
"Career high, Rebounds",5.0,View full stats from top 20 games,perovko01
"Career high, Assists",1.0,View full stats from top 20 games,perovko01
"Career high, Blocks",1.0,View full stats from top 20 games,perovko01
"Career high, Game Score",6.1,View full stats from top 20 games,perovko01
"Career high, Points",12.0,View full stats from top 20 games,freijma01
"Career high, Rebounds",11.0,View full stats from top 20 games,freijma01
"Career high, Assists",4.0,View full stats from top 20 games,freijma01
"Career high, Steals",2.0,View full stats from top 20 games,freijma01
"Career high, Blocks",1.0,View full stats from top 20 games,freijma01
"Career high, Game Score",9.5,View full stats from top 20 games,freijma01
"Career high, Points",6.0,View full stats from top 20 games,knighbo01
"Career high, Rebounds",1.0,View full stats from top 20 games,knighbo01
"Career high, Assists",6.0,View full stats from top 20 games,knighbo01
"Career high, Points",18.0,View full stats from top 20 games,brownke01
"Career high, Rebounds",10.0,View full stats from top 20 games,brownke01
"Career high, Assists",4.0,View full stats from top 20 games,brownke01
"Career high, Steals",4.0,View full stats from top 20 games,brownke01
"Career high, Blocks",2.0,View full stats from top 20 games,brownke01
"Career high, Game Score",17.2,View full stats from top 20 games,brownke01
"Career high, Points",13.0,View full stats from top 20 games,silvach01
"Career high, Rebounds",11.0,View full stats from top 20 games,silvach01
"Career high, Assists",4.0,View full stats from top 20 games,silvach01
"Career high, Steals",3.0,View full stats from top 20 games,silvach01
"Career high, Blocks",3.0,View full stats from top 20 games,silvach01
"Career high, Game Score",11.0,View full stats from top 20 games,silvach01
"Career high, Points",30.0,View full stats from top 20 games,holidju01
"Career high, Rebounds",13.0,View full stats from top 20 games,holidju01
"Career high, Assists",7.0,View full stats from top 20 games,holidju01
"Career high, Steals",6.0,View full stats from top 20 games,holidju01
"Career high, Blocks",5.0,View full stats from top 20 games,holidju01
"Career high, Game Score",24.5,View full stats from top 20 games,holidju01
"Career high, Points",34.0,View full stats from top 20 games,valende01
"Career high, Rebounds",13.0,View full stats from top 20 games,valende01
"Career high, Assists",7.0,View full stats from top 20 games,valende01
"Career high, Steals",5.0,View full stats from top 20 games,valende01
"Career high, Blocks",2.0,View full stats from top 20 games,valende01
"Career high, Game Score",31.4,View full stats from top 20 games,valende01
"Career high, Points",19.0,View full stats from top 20 games,baxtelo01
"Career high, Rebounds",11.0,View full stats from top 20 games,baxtelo01
"Career high, Assists",3.0,View full stats from top 20 games,baxtelo01
"Career high, Steals",3.0,View full stats from top 20 games,baxtelo01
"Career high, Blocks",3.0,View full stats from top 20 games,baxtelo01
"Career high, Game Score",18.5,View full stats from top 20 games,baxtelo01
"Career high, Points",25.0,View full stats from top 20 games,groatdi01
"Career high, Rebounds",9.0,View full stats from top 20 games,groatdi01
"Career high, Assists",9.0,View full stats from top 20 games,groatdi01
"Career high, Points",22.0,View full stats from top 20 games,rosendi01
"Career high, Rebounds",12.0,View full stats from top 20 games,rosendi01
"Career high, Assists",8.0,View full stats from top 20 games,rosendi01
"Career high, Points",46.0,View full stats from top 20 games,millspa01
"Career high, Rebounds",24.0,View full stats from top 20 games,millspa01
"Career high, Assists",10.0,View full stats from top 20 games,millspa01
"Career high, Steals",8.0,View full stats from top 20 games,millspa01
"Career high, Blocks",6.0,View full stats from top 20 games,millspa01
"Career high, Game Score",37.3,View full stats from top 20 games,millspa01
Triple-Doubles,1.0,View all,millspa01
"Career high, Points",14.0,View full stats from top 20 games,hendeke01
"Career high, Rebounds",7.0,View full stats from top 20 games,hendeke01
"Career high, Assists",5.0,View full stats from top 20 games,hendeke01
"Career high, Steals",3.0,View full stats from top 20 games,hendeke01
"Career high, Game Score",10.1,View full stats from top 20 games,hendeke01
"Career high, Points",34.0,View full stats from top 20 games,mamuksa01
"Career high, Rebounds",16.0,View full stats from top 20 games,mamuksa01
"Career high, Assists",6.0,View full stats from top 20 games,mamuksa01
"Career high, Steals",3.0,View full stats from top 20 games,mamuksa01
"Career high, Blocks",2.0,View full stats from top 20 games,mamuksa01
"Career high, Game Score",36.8,View full stats from top 20 games,mamuksa01
"Career high, Points",6.0,View full stats from top 20 games,leslitr01
"Career high, Rebounds",3.0,View full stats from top 20 games,leslitr01
"Career high, Assists",2.0,View full stats from top 20 games,leslitr01
"Career high, Steals",1.0,View full stats from top 20 games,leslitr01
"Career high, Blocks",1.0,View full stats from top 20 games,leslitr01
"Career high, Game Score",7.1,View full stats from top 20 games,leslitr01
"Career high, Points",28.0,View full stats from top 20 games,reedhu01
"Career high, Rebounds",21.0,View full stats from top 20 games,reedhu01
"Career high, Assists",5.0,View full stats from top 20 games,reedhu01
"Career high, Points",13.0,View full stats from top 20 games,baltihe01
"Career high, Points",45.0,View full stats from top 20 games,millemi01
"Career high, Rebounds",19.0,View full stats from top 20 games,millemi01
"Career high, Assists",14.0,View full stats from top 20 games,millemi01
"Career high, Steals",4.0,View full stats from top 20 games,millemi01
"Career high, Blocks",3.0,View full stats from top 20 games,millemi01
"Career high, Game Score",33.8,View full stats from top 20 games,millemi01
Triple-Doubles,1.0,View all,millemi01
"Career high, Points",36.0,View full stats from top 20 games,clarkia01
"Career high, Rebounds",7.0,View full stats from top 20 games,clarkia01
"Career high, Assists",6.0,View full stats from top 20 games,clarkia01
"Career high, Steals",3.0,View full stats from top 20 games,clarkia01
"Career high, Blocks",4.0,View full stats from top 20 games,clarkia01
"Career high, Game Score",26.0,View full stats from top 20 games,clarkia01
"Career high, Points",29.0,View full stats from top 20 games,goodwar01
"Career high, Rebounds",7.0,View full stats from top 20 games,goodwar01
"Career high, Assists",12.0,View full stats from top 20 games,goodwar01
"Career high, Steals",3.0,View full stats from top 20 games,goodwar01
"Career high, Blocks",3.0,View full stats from top 20 games,goodwar01
"Career high, Game Score",24.0,View full stats from top 20 games,goodwar01
"Career high, Points",32.0,View full stats from top 20 games,gunthco01
"Career high, Assists",2.0,View full stats from top 20 games,gunthco01
"Career high, Points",2.0,View full stats from top 20 games,wintevo01
"Career high, Rebounds",2.0,View full stats from top 20 games,wintevo01
"Career high, Steals",1.0,View full stats from top 20 games,wintevo01
"Career high, Game Score",1.0,View full stats from top 20 games,wintevo01
"Career high, Points",19.0,View full stats from top 20 games,smithja01
"Career high, Rebounds",8.0,View full stats from top 20 games,smithja01
"Career high, Assists",6.0,View full stats from top 20 games,smithja01
"Career high, Steals",4.0,View full stats from top 20 games,smithja01
"Career high, Blocks",3.0,View full stats from top 20 games,smithja01
"Career high, Game Score",18.9,View full stats from top 20 games,smithja01
"Career high, Points",28.0,View full stats from top 20 games,paxsojo01
"Career high, Rebounds",6.0,View full stats from top 20 games,paxsojo01
"Career high, Assists",14.0,View full stats from top 20 games,paxsojo01
"Career high, Steals",5.0,View full stats from top 20 games,paxsojo01
"Career high, Blocks",3.0,View full stats from top 20 games,paxsojo01
"Career high, Game Score",23.9,View full stats from top 20 games,paxsojo01
"Career high, Points",3.0,View full stats from top 20 games,shavlro01
"Career high, Rebounds",2.0,View full stats from top 20 games,shavlro01
"Career high, Points",17.0,View full stats from top 20 games,lampema01
"Career high, Rebounds",8.0,View full stats from top 20 games,lampema01
"Career high, Assists",2.0,View full stats from top 20 games,lampema01
"Career high, Steals",2.0,View full stats from top 20 games,lampema01
"Career high, Blocks",1.0,View full stats from top 20 games,lampema01
"Career high, Game Score",11.2,View full stats from top 20 games,lampema01
"Career high, Points",29.0,View full stats from top 20 games,johnswe01
"Career high, Rebounds",15.0,View full stats from top 20 games,johnswe01
"Career high, Assists",6.0,View full stats from top 20 games,johnswe01
"Career high, Steals",6.0,View full stats from top 20 games,johnswe01
"Career high, Blocks",5.0,View full stats from top 20 games,johnswe01
"Career high, Game Score",25.4,View full stats from top 20 games,johnswe01
"Career high, Points",31.0,View full stats from top 20 games,sutorge01
"Career high, Rebounds",22.0,View full stats from top 20 games,sutorge01
"Career high, Assists",1.0,View full stats from top 20 games,sutorge01
"Career high, Points",29.0,View full stats from top 20 games,levincl01
"Career high, Rebounds",17.0,View full stats from top 20 games,levincl01
"Career high, Assists",7.0,View full stats from top 20 games,levincl01
"Career high, Steals",5.0,View full stats from top 20 games,levincl01
"Career high, Blocks",6.0,View full stats from top 20 games,levincl01
"Career high, Game Score",31.1,View full stats from top 20 games,levincl01
"Career high, Points",16.0,View full stats from top 20 games,mooreja01
"Career high, Rebounds",10.0,View full stats from top 20 games,mooreja01
"Career high, Assists",3.0,View full stats from top 20 games,mooreja01
"Career high, Points",8.0,View full stats from top 20 games,drollra01
"Career high, Rebounds",7.0,View full stats from top 20 games,drollra01
"Career high, Assists",5.0,View full stats from top 20 games,drollra01
"Career high, Steals",1.0,View full stats from top 20 games,drollra01
"Career high, Blocks",1.0,View full stats from top 20 games,drollra01
"Career high, Game Score",1.9,View full stats from top 20 games,drollra01
"Career high, Points",16.0,View full stats from top 20 games,bagarda01
"Career high, Rebounds",11.0,View full stats from top 20 games,bagarda01
"Career high, Assists",3.0,View full stats from top 20 games,bagarda01
"Career high, Steals",2.0,View full stats from top 20 games,bagarda01
"Career high, Blocks",3.0,View full stats from top 20 games,bagarda01
"Career high, Game Score",15.7,View full stats from top 20 games,bagarda01
"Career high, Points",16.0,View full stats from top 20 games,militna01
"Career high, Assists",6.0,View full stats from top 20 games,militna01
"Career high, Points",21.0,View full stats from top 20 games,mahnkjo01
"Career high, Rebounds",12.0,View full stats from top 20 games,mahnkjo01
"Career high, Assists",5.0,View full stats from top 20 games,mahnkjo01
"Career high, Points",14.0,View full stats from top 20 games,mikanla01
"Career high, Rebounds",18.0,View full stats from top 20 games,mikanla01
"Career high, Assists",4.0,View full stats from top 20 games,mikanla01
"Career high, Points",16.0,View full stats from top 20 games,hustopa01
"Career high, Assists",1.0,View full stats from top 20 games,hustopa01
"Career high, Points",4.0,View full stats from top 20 games,smithdo01
"Career high, Points",25.0,View full stats from top 20 games,edmonbo01
"Career high, Rebounds",18.0,View full stats from top 20 games,edmonbo01
"Career high, Assists",2.0,View full stats from top 20 games,edmonbo01
"Career high, Points",4.0,View full stats from top 20 games,lauriha01
"Career high, Rebounds",4.0,View full stats from top 20 games,lauriha01
"Career high, Points",27.0,View full stats from top 20 games,vaughda01
"Career high, Rebounds",21.0,View full stats from top 20 games,vaughda01
"Career high, Assists",5.0,View full stats from top 20 games,vaughda01
"Career high, Steals",3.0,View full stats from top 20 games,vaughda01
"Career high, Blocks",5.0,View full stats from top 20 games,vaughda01
"Career high, Points",18.0,View full stats from top 20 games,uzohbe01
"Career high, Rebounds",11.0,View full stats from top 20 games,uzohbe01
"Career high, Assists",12.0,View full stats from top 20 games,uzohbe01
"Career high, Steals",4.0,View full stats from top 20 games,uzohbe01
"Career high, Blocks",4.0,View full stats from top 20 games,uzohbe01
"Career high, Game Score",19.1,View full stats from top 20 games,uzohbe01
Triple-Doubles,1.0,View all,uzohbe01
"Career high, Points",22.0,View full stats from top 20 games,holupjo01
"Career high, Rebounds",16.0,View full stats from top 20 games,holupjo01
"Career high, Assists",6.0,View full stats from top 20 games,holupjo01
"Career high, Points",25.0,View full stats from top 20 games,shannte01
"Career high, Rebounds",10.0,View full stats from top 20 games,shannte01
"Career high, Assists",6.0,View full stats from top 20 games,shannte01
"Career high, Steals",1.0,View full stats from top 20 games,shannte01
"Career high, Blocks",2.0,View full stats from top 20 games,shannte01
"Career high, Game Score",17.2,View full stats from top 20 games,shannte01
"Career high, Points",19.0,View full stats from top 20 games,bloommi01
"Career high, Assists",1.0,View full stats from top 20 games,bloommi01
"Career high, Points",16.0,View full stats from top 20 games,woodho01
"Career high, Rebounds",7.0,View full stats from top 20 games,woodho01
"Career high, Assists",1.0,View full stats from top 20 games,woodho01
"Career high, Steals",2.0,View full stats from top 20 games,woodho01
"Career high, Blocks",2.0,View full stats from top 20 games,woodho01
"Career high, Game Score",12.5,View full stats from top 20 games,woodho01
"Career high, Points",15.0,View full stats from top 20 games,mokokad01
"Career high, Rebounds",2.0,View full stats from top 20 games,mokokad01
"Career high, Assists",2.0,View full stats from top 20 games,mokokad01
"Career high, Steals",1.0,View full stats from top 20 games,mokokad01
"Career high, Blocks",1.0,View full stats from top 20 games,mokokad01
"Career high, Game Score",12.0,View full stats from top 20 games,mokokad01
"Career high, Points",39.0,View full stats from top 20 games,woodch01
"Career high, Rebounds",21.0,View full stats from top 20 games,woodch01
"Career high, Assists",8.0,View full stats from top 20 games,woodch01
"Career high, Steals",4.0,View full stats from top 20 games,woodch01
"Career high, Blocks",6.0,View full stats from top 20 games,woodch01
"Career high, Game Score",35.9,View full stats from top 20 games,woodch01
"Career high, Points",4.0,View full stats from top 20 games,applike01
"Career high, Rebounds",1.0,View full stats from top 20 games,applike01
"Career high, Assists",1.0,View full stats from top 20 games,applike01
"Career high, Steals",1.0,View full stats from top 20 games,applike01
"Career high, Game Score",0.4,View full stats from top 20 games,applike01
"Career high, Points",36.0,View full stats from top 20 games,perryro01
"Career high, Rebounds",10.0,View full stats from top 20 games,perryro01
"Career high, Assists",11.0,View full stats from top 20 games,perryro01
"Career high, Points",15.0,View full stats from top 20 games,fitchge01
"Career high, Rebounds",8.0,View full stats from top 20 games,fitchge01
"Career high, Assists",6.0,View full stats from top 20 games,fitchge01
"Career high, Steals",2.0,View full stats from top 20 games,fitchge01
"Career high, Blocks",1.0,View full stats from top 20 games,fitchge01
"Career high, Game Score",12.4,View full stats from top 20 games,fitchge01
"Career high, Points",43.0,View full stats from top 20 games,sampsra01
"Career high, Rebounds",25.0,View full stats from top 20 games,sampsra01
"Career high, Assists",9.0,View full stats from top 20 games,sampsra01
"Career high, Steals",6.0,View full stats from top 20 games,sampsra01
"Career high, Blocks",13.0,View full stats from top 20 games,sampsra01
"Career high, Game Score",36.9,View full stats from top 20 games,sampsra01
Triple-Doubles,1.0,View all,sampsra01
"Career high, Points",21.0,View full stats from top 20 games,andermi01
"Career high, Rebounds",12.0,View full stats from top 20 games,andermi01
"Career high, Assists",12.0,View full stats from top 20 games,andermi01
"Career high, Steals",5.0,View full stats from top 20 games,andermi01
"Career high, Blocks",1.0,View full stats from top 20 games,andermi01
"Career high, Game Score",18.2,View full stats from top 20 games,andermi01
"Career high, Points",8.0,View full stats from top 20 games,selbogl01
"Career high, Assists",4.0,View full stats from top 20 games,selbogl01
"Career high, Points",10.0,View full stats from top 20 games,tarladr01
"Career high, Rebounds",9.0,View full stats from top 20 games,tarladr01
"Career high, Assists",4.0,View full stats from top 20 games,tarladr01
"Career high, Steals",1.0,View full stats from top 20 games,tarladr01
"Career high, Blocks",3.0,View full stats from top 20 games,tarladr01
"Career high, Game Score",13.8,View full stats from top 20 games,tarladr01
"Career high, Points",49.0,View full stats from top 20 games,arizipa01
"Career high, Rebounds",24.0,View full stats from top 20 games,arizipa01
"Career high, Assists",8.0,View full stats from top 20 games,arizipa01
"Career high, Points",12.0,View full stats from top 20 games,kiffiir01
"Career high, Rebounds",5.0,View full stats from top 20 games,kiffiir01
"Career high, Assists",3.0,View full stats from top 20 games,kiffiir01
"Career high, Steals",2.0,View full stats from top 20 games,kiffiir01
"Career high, Blocks",1.0,View full stats from top 20 games,kiffiir01
"Career high, Game Score",4.4,View full stats from top 20 games,kiffiir01
"Career high, Points",21.0,View full stats from top 20 games,gilled01
"Career high, Rebounds",5.0,View full stats from top 20 games,gilled01
"Career high, Assists",7.0,View full stats from top 20 games,gilled01
"Career high, Steals",3.0,View full stats from top 20 games,gilled01
"Career high, Blocks",2.0,View full stats from top 20 games,gilled01
"Career high, Game Score",18.2,View full stats from top 20 games,gilled01
"Career high, Points",45.0,View full stats from top 20 games,robinna01
"Career high, Rebounds",10.0,View full stats from top 20 games,robinna01
"Career high, Assists",15.0,View full stats from top 20 games,robinna01
"Career high, Steals",5.0,View full stats from top 20 games,robinna01
"Career high, Blocks",3.0,View full stats from top 20 games,robinna01
"Career high, Game Score",37.1,View full stats from top 20 games,robinna01
"Career high, Points",19.0,View full stats from top 20 games,papanko01
"Career high, Rebounds",10.0,View full stats from top 20 games,papanko01
"Career high, Assists",5.0,View full stats from top 20 games,papanko01
"Career high, Steals",3.0,View full stats from top 20 games,papanko01
"Career high, Blocks",2.0,View full stats from top 20 games,papanko01
"Career high, Game Score",15.4,View full stats from top 20 games,papanko01
"Career high, Points",10.0,View full stats from top 20 games,martibo01
"Career high, Rebounds",11.0,View full stats from top 20 games,martibo01
"Career high, Assists",2.0,View full stats from top 20 games,martibo01
"Career high, Steals",2.0,View full stats from top 20 games,martibo01
"Career high, Blocks",3.0,View full stats from top 20 games,martibo01
"Career high, Game Score",11.2,View full stats from top 20 games,martibo01
"Career high, Points",5.0,View full stats from top 20 games,gortmja01
"Career high, Rebounds",2.0,View full stats from top 20 games,gortmja01
"Career high, Assists",2.0,View full stats from top 20 games,gortmja01
"Career high, Steals",1.0,View full stats from top 20 games,gortmja01
"Career high, Blocks",1.0,View full stats from top 20 games,gortmja01
"Career high, Game Score",2.7,View full stats from top 20 games,gortmja01
"Career high, Points",13.0,View full stats from top 20 games,schatma01
"Career high, Assists",6.0,View full stats from top 20 games,schatma01
"Career high, Points",31.0,View full stats from top 20 games,davisji01
"Career high, Rebounds",22.0,View full stats from top 20 games,davisji01
"Career high, Assists",11.0,View full stats from top 20 games,davisji01
"Career high, Steals",5.0,View full stats from top 20 games,davisji01
"Career high, Blocks",4.0,View full stats from top 20 games,davisji01
"Career high, Points",6.0,View full stats from top 20 games,jeffeam01
"Career high, Rebounds",7.0,View full stats from top 20 games,jeffeam01
"Career high, Assists",2.0,View full stats from top 20 games,jeffeam01
"Career high, Steals",1.0,View full stats from top 20 games,jeffeam01
"Career high, Blocks",1.0,View full stats from top 20 games,jeffeam01
"Career high, Game Score",7.6,View full stats from top 20 games,jeffeam01
"Career high, Points",41.0,View full stats from top 20 games,lucasje01
"Career high, Rebounds",40.0,View full stats from top 20 games,lucasje01
"Career high, Assists",12.0,View full stats from top 20 games,lucasje01
"Career high, Steals",2.0,View full stats from top 20 games,lucasje01
"Career high, Blocks",2.0,View full stats from top 20 games,lucasje01
Triple-Doubles,9.0,View all,lucasje01
"Career high, Points",53.0,View full stats from top 20 games,malonmo01
"Career high, Rebounds",37.0,View full stats from top 20 games,malonmo01
"Career high, Assists",7.0,View full stats from top 20 games,malonmo01
"Career high, Steals",5.0,View full stats from top 20 games,malonmo01
"Career high, Blocks",9.0,View full stats from top 20 games,malonmo01
"Career high, Game Score",51.1,View full stats from top 20 games,malonmo01
"Career high, Points",44.0,View full stats from top 20 games,vanarto01
"Career high, Rebounds",16.0,View full stats from top 20 games,vanarto01
"Career high, Assists",11.0,View full stats from top 20 games,vanarto01
"Career high, Steals",6.0,View full stats from top 20 games,vanarto01
"Career high, Blocks",1.0,View full stats from top 20 games,vanarto01
"Career high, Points",31.0,View full stats from top 20 games,davisan01
"Career high, Rebounds",19.0,View full stats from top 20 games,davisan01
"Career high, Assists",8.0,View full stats from top 20 games,davisan01
"Career high, Steals",5.0,View full stats from top 20 games,davisan01
"Career high, Blocks",6.0,View full stats from top 20 games,davisan01
"Career high, Game Score",30.7,View full stats from top 20 games,davisan01
"Career high, Points",54.0,View full stats from top 20 games,englial01
"Career high, Rebounds",20.0,View full stats from top 20 games,englial01
"Career high, Assists",16.0,View full stats from top 20 games,englial01
"Career high, Steals",5.0,View full stats from top 20 games,englial01
"Career high, Blocks",6.0,View full stats from top 20 games,englial01
"Career high, Game Score",44.2,View full stats from top 20 games,englial01
Triple-Doubles,5.0,View all,englial01
"Career high, Points",5.0,View full stats from top 20 games,hodgedm01
"Career high, Assists",3.0,View full stats from top 20 games,hodgedm01
"Career high, Steals",1.0,View full stats from top 20 games,hodgedm01
"Career high, Blocks",1.0,View full stats from top 20 games,hodgedm01
"Career high, Game Score",5.8,View full stats from top 20 games,hodgedm01
"Career high, Points",31.0,View full stats from top 20 games,ehlocr01
"Career high, Rebounds",14.0,View full stats from top 20 games,ehlocr01
"Career high, Assists",12.0,View full stats from top 20 games,ehlocr01
"Career high, Steals",7.0,View full stats from top 20 games,ehlocr01
"Career high, Blocks",4.0,View full stats from top 20 games,ehlocr01
"Career high, Game Score",35.0,View full stats from top 20 games,ehlocr01
"Career high, Points",8.0,View full stats from top 20 games,simonma01
"Career high, Rebounds",4.0,View full stats from top 20 games,simonma01
"Career high, Steals",1.0,View full stats from top 20 games,simonma01
"Career high, Blocks",1.0,View full stats from top 20 games,simonma01
"Career high, Game Score",7.5,View full stats from top 20 games,simonma01
"Career high, Points",23.0,View full stats from top 20 games,mozgoti01
"Career high, Rebounds",29.0,View full stats from top 20 games,mozgoti01
"Career high, Assists",4.0,View full stats from top 20 games,mozgoti01
"Career high, Steals",4.0,View full stats from top 20 games,mozgoti01
"Career high, Blocks",5.0,View full stats from top 20 games,mozgoti01
