Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,% of FGA by Distance,% of FGA by Distance.1,% of FGA by Distance.2,% of FGA by Distance.3,% of FGA by Distance.4,% of FGA by Distance.5,FG% by Distance,FG% by Distance.1,FG% by Distance.2,FG% by Distance.3,FG% by Distance.4,FG% by Distance.5,% of FG Ast'd,% of FG Ast'd.1,Dunks,Dunks.1,Corner 3s,Corner 3s.1,Heaves,Heaves.1,Unnamed: 31,player_id,Unnamed: 12,Unnamed: 20,Unnamed: 25,Unnamed: 22,Unnamed: 28,Unnamed: 23,Unnamed: 26,Unnamed: 29,Unnamed: 30,Unnamed: 21,Unnamed: 27,Unnamed: 19,Unnamed: 24,Unnamed: 17,Unnamed: 18
2006-07,28,NOK,NBA,SG,58,49,1662,.420,14.3,.591,.286,.119,.061,.124,.409,.463,.541,.455,.353,.348,.357,.421,.914,.023,13,.203,.413,3,0,,brownde02,,,,,,,,,,,,,,,
2007-08,29,CLE,NBA,SG,78,20,1762,.409,12.5,.725,.337,.137,.109,.141,.275,.447,.525,.438,.328,.360,.308,.500,.978,.017,8,.390,.333,3,0,,brownde02,,,,,,,,,,,,,,,
2008-09,30,NOH,NBA,SG,63,5,869,.355,12.1,.690,.358,.115,.086,.131,.310,.384,.473,.417,.185,.244,.289,.410,.964,.013,4,.227,.318,0,0,,brownde02,,,,,,,,,,,,,,,
2009-10,31,2TM,NBA,SG,50,37,1060,.377,16.2,.546,.280,.080,.053,.133,.454,.396,.554,.276,.105,.250,.354,.551,.862,.014,5,.159,.385,0,0,,brownde02,,,,,,,,,,,,,,,
2009-10,31,NOH,NBA,SG,39,37,967,.394,15.1,.548,.286,.089,.046,.126,.452,.416,.559,.276,.133,.293,.367,.554,.870,.015,5,.150,.455,0,0,,brownde02,,,,,,,,,,,,,,,
2009-10,31,CHI,NBA,SG,11,0,93,.222,17.2,.528,.222,.000,.111,.194,.472,.211,.500,,.000,.000,.235,.500,.750,.000,0,.235,.000,0,0,,brownde02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,houseda01,,,,,,,,,,,,,,,
2016-17,23,WAS,NBA,SG,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,,houseda01,,,,,,,,,,,,,,,
2017-18,24,PHO,NBA,SG,23,3,403,.434,13.5,.550,.372,.109,.008,.062,.450,.577,.688,.357,1.000,.250,.259,.512,.867,.147,16,.293,.412,1,0,,houseda01,,,,,,,,,,,,,,,
2018-19,25,HOU,NBA,SF,39,13,979,.468,18.3,.294,.218,.060,.012,.004,.706,.595,.673,.400,.000,1.000,.416,.773,.919,.063,14,.427,.395,0,0,,houseda01,,,,,,,,,,,,,,,
2019-20,26,HOU,NBA,SF,63,52,1913,.427,17.6,.341,.243,.065,.024,.009,.659,.549,.679,.200,.308,.200,.363,.733,.946,.072,31,.414,.354,2,0,,houseda01,,,,,,,,,,,,,,,
2020-21,27,HOU,NBA,SF,36,23,932,.404,17.0,.426,.224,.103,.037,.063,.574,.483,.557,.464,.300,.353,.346,.643,.815,.074,16,.353,.291,1,1,,houseda01,,,,,,,,,,,,,,,
2021-22,28,3TM,NBA,SF,42,7,727,.404,20.0,.409,.207,.116,.045,.040,.591,.444,.634,.174,.333,.375,.376,.750,.932,.061,7,.521,.377,1,0,,houseda01,,,,,,,,,,,,,,,
2021-22,28,HOU,NBA,SF,16,1,233,.338,15.2,.541,.311,.081,.068,.081,.459,.375,.391,.167,.400,.500,.294,.800,.800,.095,2,.353,.250,1,0,,houseda01,,,,,,,,,,,,,,,
2021-22,28,NYK,NBA,SF,1,0,3,.000,27.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,houseda01,,,,,,,,,,,,,,,
2021-22,28,UTA,NBA,SF,25,6,491,.447,17.8,.333,.146,.138,.033,.016,.667,.512,.944,.176,.250,.000,.415,.714,.971,.041,5,.598,.408,0,0,,houseda01,,,,,,,,,,,,,,,
2022-23,29,PHI,NBA,SF,56,5,807,.472,15.5,.442,.279,.086,.030,.036,.558,.644,.727,.412,.833,.286,.336,.714,.892,.071,12,.464,.333,0,0,,houseda01,,,,,,,,,,,,,,,
2023-24,30,PHI,NBA,SF,34,4,509,.448,14.5,.524,.343,.124,.019,.038,.476,.582,.694,.308,1.000,.250,.300,.719,.933,.038,4,.480,.375,2,0,,houseda01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,camarto01,,,,,,,,,,,,,,,
2023-24,23,POR,NBA,PF,70,49,1739,.450,11.6,.607,.352,.224,.023,.009,.393,.523,.643,.367,.300,.250,.337,.504,1.000,.068,24,.448,.351,0,0,,camarto01,,,,,,,,,,,,,,,
2024-25,24,POR,NBA,PF,78,78,2548,.458,14.0,.497,.289,.198,.008,.001,.503,.542,.652,.401,.167,.000,.375,.658,.956,.084,49,.419,.358,1,0,,camarto01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,herveke01,,,,,,,,,,,,,,,
2019-20,23,OKC,NBA,PF,10,0,52,.259,22.2,.259,.074,.037,.037,.111,.741,.571,1.000,.000,.000,.667,.150,.500,.667,.000,0,.100,.500,0,0,,herveke01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,najered01,,,,,,,,,,,,,,,
2000-01,24,DAL,NBA,PF,40,4,431,.523,4.9,.973,.586,.198,.108,.081,.027,.528,.631,.273,.417,.556,.333,.561,.000,.063,6,.333,.000,0,0,,najered01,,,,,,,,,,,,,,,
2001-02,25,DAL,NBA,PF,62,11,1357,.500,4.6,.993,.660,.110,.103,.120,.007,.503,.561,.303,.484,.389,.000,.667,,.120,32,.000,,0,0,,najered01,,,,,,,,,,,,,,,
2002-03,26,DAL,NBA,SF,48,12,1103,.558,5.6,.996,.580,.147,.091,.177,.004,.561,.664,.529,.286,.390,.000,.760,,.043,9,.000,,0,0,,najered01,,,,,,,,,,,,,,,
2003-04,27,DAL,NBA,SF,58,7,720,.444,6.5,.975,.580,.074,.154,.167,.025,.443,.511,.250,.440,.296,.500,.729,.500,.037,6,.000,,1,0,,najered01,,,,,,,,,,,,,,,
2004-05,28,2TM,NBA,PF,68,4,1185,.450,9.8,.935,.385,.134,.093,.323,.065,.462,.653,.279,.333,.346,.286,.719,.833,.037,12,.095,.500,0,0,,najered01,,,,,,,,,,,,,,,
2004-05,28,GSW,NBA,PF,42,4,610,.407,11.8,.913,.279,.151,.110,.372,.087,.408,.667,.308,.316,.281,.400,.703,.833,.035,6,.133,.500,0,0,,najered01,,,,,,,,,,,,,,,
2004-05,28,DEN,NBA,PF,26,0,575,.500,7.8,.960,.507,.113,.073,.267,.040,.521,.645,.235,.364,.450,.000,.733,,.040,6,.000,,0,0,,najered01,,,,,,,,,,,,,,,
2005-06,29,DEN,NBA,PF,64,3,1449,.422,7.3,.960,.555,.090,.066,.249,.040,.426,.539,.185,.200,.320,.333,.772,1.000,.073,15,.500,.167,0,0,,najered01,,,,,,,,,,,,,,,
2006-07,30,DEN,NBA,PF,75,36,1658,.576,5.2,.966,.664,.090,.054,.158,.034,.594,.689,.500,.421,.304,.083,.778,1.000,.040,12,.167,.500,0,0,,najered01,,,,,,,,,,,,,,,
2007-08,31,DEN,NBA,PF,78,3,1664,.473,12.1,.601,.454,.046,.024,.076,.399,.548,.647,.294,.222,.214,.361,.752,1.000,.052,18,.299,.523,0,0,,najered01,,,,,,,,,,,,,,,
2008-09,32,NJN,NBA,PF,27,0,319,.446,11.0,.662,.446,.108,.027,.081,.338,.571,.697,.250,.000,.500,.200,.679,1.000,.027,2,.240,.333,0,0,,najered01,,,,,,,,,,,,,,,
2009-10,33,2TM,NBA,PF,46,5,685,.425,13.2,.562,.384,.048,.034,.096,.438,.524,.589,.143,.400,.500,.297,.767,.947,.021,2,.125,.375,0,0,,najered01,,,,,,,,,,,,,,,
2009-10,33,NJN,NBA,PF,13,2,204,.377,11.5,.679,.415,.094,.057,.113,.321,.472,.591,.000,.333,.500,.176,.706,1.000,.000,0,.176,.333,0,0,,najered01,,,,,,,,,,,,,,,
2009-10,33,DAL,NBA,PF,33,3,481,.452,15.0,.495,.366,.022,.022,.086,.505,.565,.588,.500,.500,.500,.340,.808,.938,.032,2,.106,.400,0,0,,najered01,,,,,,,,,,,,,,,
2010-11,34,CHA,NBA,PF,31,0,372,.361,17.4,.528,.208,.069,.028,.222,.472,.395,.600,.200,.000,.313,.324,.600,1.000,.014,0,.147,.200,0,0,,najered01,,,,,,,,,,,,,,,
2011-12,35,CHA,NBA,PF,22,0,270,.375,14.7,.547,.359,.063,.047,.078,.453,.457,.435,.750,.000,.600,.276,.750,1.000,.000,0,.069,.500,0,0,,najered01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,howarma02,,,,,,,,,,,,,,,
2020-21,21,DEN,NBA,SG,37,1,205,.377,19.5,.387,.123,.085,.094,.085,.613,.537,.615,.444,.600,.444,.277,.409,.778,.000,0,.092,.500,0,0,,howarma02,,,,,,,,,,,,,,,
2021-22,22,DEN,NBA,SG,31,0,176,.386,20.2,.307,.089,.119,.040,.059,.693,.355,.333,.417,.250,.333,.400,.545,.821,.000,0,.243,.529,0,0,,howarma02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,%3PA,3P%,Att.,Md.,,willija01,,,,,,2P,,,Awards,,,,,,
1996-97,28,NJN,NBA,PF,41,40,1432,.409,9.8,.993,.415,.241,.256,.081,.007,.412,.563,.192,.355,.477,.000,,,.117,58,.250,.000,0,0,,willija01,,,,,,.602,,,,,,,,,
1997-98,29,NJN,NBA,C,65,65,2343,.498,7.8,.994,.436,.403,.110,.045,.006,.501,.698,.323,.310,.655,.000,,,.150,92,.000,,3,0,,willija01,,,,,,.592,,,AS,,,,,,
1998-99,30,NJN,NBA,C,30,30,1020,.445,9.4,.991,.317,.394,.147,.133,.009,.449,.696,.291,.313,.483,.000,,,.083,15,.000,,0,0,,willija01,,,,,,.505,,,,,,,,,
1999-00,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,willija01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,lenal01,,,,,,,,,,,,,,,
2013-14,20,PHO,NBA,C,42,3,362,.423,6.7,1.000,.474,.205,.218,.103,.000,.423,.595,.375,.294,.000,,.485,,.141,10,,,0,0,,lenal01,,,,,,,,,,,,,,,
2014-15,21,PHO,NBA,C,69,44,1518,.507,5.8,.992,.544,.164,.167,.116,.008,.509,.677,.293,.288,.341,.333,.663,1.000,.204,66,.333,1.000,0,0,,lenal01,,,,,,,,,,,,,,,
2015-16,22,PHO,NBA,C,78,46,1821,.423,6.9,.989,.442,.224,.128,.192,.011,.426,.572,.279,.300,.350,.143,.669,1.000,.160,89,.571,.250,0,0,,lenal01,,,,,,,,,,,,,,,
2016-17,23,PHO,NBA,C,77,34,1560,.497,6.3,.974,.510,.238,.097,.127,.026,.503,.669,.345,.267,.322,.250,.630,1.000,.179,72,.500,.333,2,0,,lenal01,,,,,,,,,,,,,,,
2017-18,24,PHO,NBA,C,69,13,1395,.566,2.7,.992,.733,.167,.053,.040,.008,.568,.646,.349,.500,.133,.333,.676,1.000,.288,95,.000,,0,0,,lenal01,,,,,,,,,,,,,,,
2018-19,25,ATL,NBA,C,77,31,1544,.494,10.0,.685,.503,.122,.032,.028,.315,.554,.638,.342,.333,.222,.363,.720,.986,.215,120,.480,.378,1,0,,lenal01,,,,,,,,,,,,,,,
2019-20,26,2TM,NBA,C,55,12,970,.555,6.1,.815,.555,.197,.056,.006,.185,.619,.695,.492,.333,.500,.271,.727,1.000,.257,72,.458,.370,0,0,,lenal01,,,,,,,,,,,,,,,
2019-20,26,ATL,NBA,C,40,9,745,.546,7.9,.785,.538,.185,.054,.008,.215,.627,.693,.521,.357,.500,.250,.734,1.000,.269,60,.464,.346,0,0,,lenal01,,,,,,,,,,,,,,,
2019-20,26,SAC,NBA,C,15,3,225,.593,4.4,.949,.627,.254,.068,.000,.051,.589,.703,.400,.250,,.667,.697,1.000,.203,12,.333,1.000,0,0,,lenal01,,,,,,,,,,,,,,,
2020-21,27,2TM,NBA,C,64,42,979,.615,10.1,.910,.432,.432,.047,.000,.090,.644,.792,.550,.154,,.320,.755,1.000,.281,75,.640,.313,0,0,,lenal01,,,,,,,,,,,,,,,
2020-21,27,TOR,NBA,C,7,2,76,.500,14.8,.400,.300,.100,.000,.000,.600,.500,.667,.000,,,.500,1.000,1.000,.200,1,.667,.500,0,0,,lenal01,,,,,,,,,,,,,,,
2020-21,27,WAS,NBA,C,57,40,903,.619,5.3,.929,.437,.444,.049,.000,.071,.647,.795,.555,.154,,.263,.752,1.000,.284,74,.632,.250,0,0,,lenal01,,,,,,,,,,,,,,,
2021-22,28,SAC,NBA,C,39,10,620,.534,6.7,.881,.409,.330,.125,.006,.119,.568,.708,.448,.455,.000,.286,.761,.667,.170,26,.238,.200,0,0,,lenal01,,,,,,,,,,,,,,,
2022-23,29,SAC,NBA,C,26,2,161,.533,5.5,.933,.633,.133,.100,.067,.067,.571,.737,.000,.667,.000,.000,.563,,.200,6,.000,,0,0,,lenal01,,,,,,,,,,,,,,,
2023-24,30,SAC,NBA,C,48,0,444,.617,4.9,.963,.506,.370,.062,.025,.037,.641,.805,.433,.400,1.000,.000,.720,,.321,20,.333,.000,0,0,,lenal01,,,,,,,,,,,,,,,
2024-25,31,2TM,NBA,C,46,7,380,.508,7.5,.857,.429,.333,.079,.016,.143,.556,.630,.571,.200,.000,.222,.733,1.000,.206,9,.444,.250,0,0,,lenal01,,,,,,,,,,,,,,,
2024-25,31,SAC,NBA,C,36,3,258,.537,7.5,.854,.439,.317,.073,.024,.146,.600,.722,.538,.333,.000,.167,.762,1.000,.195,7,.500,.000,0,0,,lenal01,,,,,,,,,,,,,,,
2024-25,31,LAL,NBA,C,10,4,122,.455,7.5,.864,.409,.364,.091,.000,.136,.474,.444,.625,.000,,.333,.667,1.000,.227,2,.333,1.000,0,0,,lenal01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,scrubja01,,,,,,,,,,,,,,,
2020-21,20,LAC,NBA,SG,4,1,84,.389,13.0,.750,.306,.167,.083,.194,.250,.444,.545,.333,.333,.429,.222,.583,1.000,.028,1,.333,.333,0,0,,scrubja01,,,,,,,,,,,,,,,
2021-22,21,LAC,NBA,SG,18,0,121,.391,16.2,.543,.239,.087,.130,.087,.457,.480,.545,.500,.500,.250,.286,.333,.667,.043,1,.143,.667,0,0,,scrubja01,,,,,,,,,,,,,,,
2022-23,22,ORL,NBA,SG,2,0,30,.714,9.7,.714,.429,.286,.000,.000,.286,.600,.667,.500,,,1.000,.333,.500,.143,1,.500,1.000,0,0,,scrubja01,,,,,,,,,,,,,,,
2023-24,Did not play - injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scrubja01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,toscaju01,,,,,,,,,,,,,,,
2019-20,26,GSW,NBA,SG,13,6,272,.460,11.6,.635,.397,.190,.016,.032,.365,.525,.720,.250,.000,.000,.348,.476,1.000,.111,6,.348,.375,0,0,,toscaju01,,,,,,,,,,,,,,,
2020-21,27,GSW,NBA,SG,53,16,1107,.579,12.9,.560,.392,.158,.000,.010,.440,.718,.817,.455,,1.000,.402,.810,.973,.134,26,.304,.321,2,0,,toscaju01,,,,,,,,,,,,,,,
2021-22,28,GSW,NBA,SF,73,6,994,.489,11.7,.630,.328,.277,.013,.013,.370,.588,.662,.538,.000,.333,.322,.690,.857,.102,21,.253,.273,1,0,,toscaju01,,,,,,,,,,,,,,,
2022-23,29,2TM,NBA,SF,52,9,700,.448,11.2,.699,.294,.308,.063,.035,.301,.560,.667,.500,.333,.600,.186,.661,1.000,.035,4,.465,.200,1,0,,toscaju01,,,,,,,,,,,,,,,
2022-23,29,LAL,NBA,SF,30,7,365,.500,11.1,.697,.333,.288,.030,.045,.303,.630,.864,.421,.000,.667,.200,.793,1.000,.030,2,.350,.286,0,0,,toscaju01,,,,,,,,,,,,,,,
2022-23,29,UTA,NBA,SF,22,2,335,.403,11.3,.701,.260,.325,.091,.026,.299,.500,.450,.560,.429,.500,.174,.519,1.000,.039,2,.565,.154,1,0,,toscaju01,,,,,,,,,,,,,,,
2023-24,30,SAC,NBA,SF,11,0,53,.250,9.7,.667,.417,.250,.000,.000,.333,.250,.400,.000,,,.250,1.000,1.000,.083,1,.750,.333,0,0,,toscaju01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,brooksc01,,,,,,,,,,,,,,,
1996-97,31,NYK,NBA,PG,38,0,251,.487,15.9,.692,.205,.128,.128,.231,.308,.519,.500,.600,.600,.444,.417,.500,1.000,.000,0,.083,1.000,0,0,,brooksc01,,,,,,,,,,,,,,,
1997-98,32,CLE,NBA,PG,43,0,312,.424,14.3,.833,.106,.242,.182,.303,.167,.418,.429,.250,.417,.550,.455,.522,1.000,.000,0,.000,,0,0,,brooksc01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,,,,,%FGA,#,,,Att.,Md.,,azubuud01,,,,,,,Awards,,,2P,,,,,
2020-21,21,UTA,NBA,C,15,0,57,.444,2.9,1.000,.778,.222,.000,.000,.000,.444,.571,.000,,,,,,.444,3,,,0,0,,azubuud01,,,,,,,,,,.750,,,,,
2021-22,22,UTA,NBA,C,17,6,195,.755,2.8,1.000,.694,.286,.020,.000,.000,.755,.824,.643,.000,,,,,.571,26,,,0,0,,azubuud01,,,,,,,,,,.892,,,,,
2022-23,23,UTA,NBA,C,36,4,359,.819,2.7,1.000,.625,.375,.000,.000,.000,.819,.956,.593,,,,,,.625,42,,,0,0,,azubuud01,,,,,,,,,,.864,,,,,
2023-24,24,PHO,NBA,C,16,0,113,.696,2.7,1.000,.696,.261,.043,.000,.000,.696,.813,.500,.000,,,,,.522,10,,,0,0,,azubuud01,,,,,,,,,,.563,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,johnsca02,,,,,,,,,,,,,,,
2019-20,23,PHO,NBA,PF,57,9,1255,.435,18.7,.328,.188,.044,.054,.042,.672,.526,.711,.167,.364,.294,.390,.743,.991,.040,16,.397,.417,1,0,,johnsca02,,,,,,,,,,,,,,,
2020-21,24,PHO,NBA,PF,60,11,1437,.420,19.5,.306,.143,.066,.054,.043,.694,.581,.754,.500,.346,.429,.349,.837,.983,.046,20,.379,.425,1,0,,johnsca02,,,,,,,,,,,,,,,
2021-22,25,PHO,NBA,PF,66,16,1730,.460,18.4,.356,.127,.147,.041,.041,.644,.523,.766,.483,.240,.200,.425,.673,.976,.035,19,.368,.465,1,0,6MOY-3,johnsca02,,,,,,,,,,,,,,,
2022-23,26,2TM,NBA,PF,42,41,1199,.470,17.1,.462,.198,.097,.089,.078,.538,.548,.691,.435,.429,.459,.404,.600,.971,.049,20,.361,.424,0,0,,johnsca02,,,,,,,,,,,,,,,
2022-23,26,PHO,NBA,PF,17,16,429,.474,17.7,.428,.179,.098,.075,.075,.572,.500,.710,.412,.385,.231,.455,.676,.956,.040,6,.303,.467,0,0,,johnsca02,,,,,,,,,,,,,,,
2022-23,26,BRK,NBA,PF,25,25,770,.468,16.5,.482,.209,.096,.096,.080,.518,.572,.683,.448,.448,.583,.372,.566,.983,.053,14,.397,.403,0,0,,johnsca02,,,,,,,,,,,,,,,
2023-24,27,BRK,NBA,PF,58,47,1599,.446,17.5,.430,.170,.126,.073,.061,.570,.519,.724,.410,.378,.342,.391,.601,.957,.034,18,.331,.462,1,0,,johnsca02,,,,,,,,,,,,,,,
2024-25,28,BRK,NBA,PF,57,57,1800,.475,17.2,.454,.191,.119,.082,.062,.546,.578,.783,.449,.410,.413,.390,.556,.906,.035,24,.213,.448,0,0,,johnsca02,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,,,,%FGA,#,,,Att.,Md.,,mccoyje01,,,,2P,,,,,,,Awards,,,,
1998-99,21,SEA,NBA,C,26,0,331,.737,4.7,1.000,.566,.355,.026,.053,.000,.737,.860,.593,.500,.500,,,,.316,24,,,0,0,,mccoyje01,,,,.571,,,,,,,,,,,
1999-00,22,SEA,NBA,C,58,2,746,.576,4.8,1.000,.492,.379,.113,.017,.000,.576,.759,.418,.400,.000,,,,.220,36,,,0,0,,mccoyje01,,,,.578,,,,,,,,,,,
2000-01,23,SEA,NBA,C,70,44,1143,.523,2.8,1.000,.610,.345,.042,.004,.000,.523,.627,.407,.000,.000,,,,.197,48,,,0,0,,mccoyje01,,,,.609,,,,,,,,,,,
2001-02,24,LAL,NBA,C,21,0,104,.571,3.2,1.000,.619,.238,.143,.000,.000,.571,.615,.400,.667,,,,,.238,5,,,0,0,,mccoyje01,,,,.667,,,,,,,,,,,
2002-03,25,TOR,NBA,C,67,25,1367,.491,3.9,1.000,.537,.339,.096,.028,.000,.491,.632,.388,.105,.364,,,,.127,47,,,0,0,,mccoyje01,,,,.490,,,,,,,,,,,
2003-04,26,CLE,NBA,C,2,0,12,,,,,,,,,,,,,,,,,,0,,,0,0,,mccoyje01,,,,,,,,,,,,,,,
2004-05,27,ATL,NBA,C,10,0,88,.538,0.3,1.000,.923,.077,.000,.000,.000,.538,.500,1.000,,,,,,.154,2,,,0,0,,mccoyje01,,,,.429,,,,,,,,,,,
2005-06,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mccoyje01,,,,,,,,,,,,,,,
2006-07,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mccoyje01,,,,,,,,,,,,,,,
2007-08,30,DEN,NBA,C,6,1,33,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,,,1.000,1,,,0,0,,mccoyje01,,,,1.000,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,,,Att.,Md.,,kleinjo01,,,,,,,,,Awards,,%3PA,,,,
1996-97,35,3TM,NBA,C,59,10,848,.406,12.7,.982,.282,.118,.282,.300,.018,.401,.521,.450,.250,.412,.667,.731,1.000,.012,2,,,0,0,,kleinjo01,,,,,,,,,,,.000,,,,
1996-97,35,PHO,NBA,C,23,10,365,.400,12.6,.988,.200,.125,.313,.350,.013,.392,.625,.400,.160,.464,1.000,.839,1.000,.013,1,,,0,0,,kleinjo01,,,,,,,,,,,.000,,,,
1996-97,35,LAL,NBA,C,8,0,30,.250,13.6,1.000,.250,.125,.250,.375,.000,.250,.000,.000,.500,.333,,.500,,.000,0,,,0,0,,kleinjo01,,,,,,,,,,,,,,,
1996-97,35,NJN,NBA,C,28,0,453,.427,11.8,.976,.366,.110,.256,.244,.024,.425,.500,.556,.333,.350,.500,.647,1.000,.012,1,,,0,0,,kleinjo01,,,,,,,,,,,.000,,,,
1997-98,36,CHI,NBA,C,46,1,397,.368,12.2,1.000,.066,.264,.396,.274,.000,.368,.429,.321,.310,.483,,.795,,.000,0,,,0,0,,kleinjo01,,,,,,,,,,,,,,,
1998-99,37,PHO,NBA,C,31,5,374,.405,13.2,.973,.095,.216,.378,.284,.027,.417,.286,.313,.393,.571,.000,.900,,.000,0,,,0,0,,kleinjo01,,,,,,,,,,,.000,,,,
1999-00,38,POR,NBA,C,7,0,31,.364,15.9,1.000,.091,.000,.182,.727,.000,.364,1.000,,1.000,.125,,.750,,.000,0,,,0,0,,kleinjo01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,cookqu01,,,,,,,,,,,,,,,
2015-16,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cookqu01,,,,,,,,,,,,,,,
2016-17,23,2TM,NBA,PG,14,0,188,.500,16.8,.606,.167,.106,.106,.212,.394,.550,.545,.857,.571,.429,.423,.182,.636,.000,0,.154,.250,0,0,,cookqu01,,,,,,,,,,,,,,,
2016-17,23,DAL,NBA,PG,5,0,77,.440,18.9,.440,.040,.120,.080,.160,.560,.545,.000,1.000,.000,.750,.357,.000,.400,.000,0,.214,.000,0,0,,cookqu01,,,,,,,,,,,,,,,
2016-17,23,NOP,NBA,PG,9,0,111,.537,14.6,.707,.244,.098,.122,.244,.293,.552,.600,.750,.800,.300,.500,.250,.833,.000,0,.083,1.000,0,0,,cookqu01,,,,,,,,,,,,,,,
2017-18,24,GSW,NBA,PG,33,18,740,.484,16.2,.587,.183,.091,.123,.190,.413,.514,.565,.435,.484,.521,.442,.408,.761,.000,0,.163,.471,0,0,,cookqu01,,,,,,,,,,,,,,,
2018-19,25,GSW,NBA,PG,74,10,1059,.465,17.5,.544,.157,.089,.118,.180,.456,.515,.609,.436,.442,.519,.405,.407,.815,.002,0,.205,.439,1,0,,cookqu01,,,,,,,,,,,,,,,
2019-20,26,LAL,NBA,PG,44,1,508,.425,15.7,.603,.192,.145,.089,.178,.397,.465,.610,.290,.632,.368,.365,.333,.774,.000,0,.247,.476,0,0,,cookqu01,,,,,,,,,,,,,,,
2020-21,27,2TM,NBA,PG,23,0,157,.426,16.1,.618,.235,.103,.088,.191,.382,.429,.375,.571,.500,.385,.423,.333,.455,.000,0,.308,.250,0,0,,cookqu01,,,,,,,,,,,,,,,
