Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,% of FGA by Distance,% of FGA by Distance.1,% of FGA by Distance.2,% of FGA by Distance.3,% of FGA by Distance.4,% of FGA by Distance.5,FG% by Distance,FG% by Distance.1,FG% by Distance.2,FG% by Distance.3,FG% by Distance.4,FG% by Distance.5,% of FG Ast'd,% of FG Ast'd.1,Dunks,Dunks.1,Corner 3s,Corner 3s.1,Heaves,Heaves.1,Unnamed: 31,player_id,Unnamed: 12,Unnamed: 20,Unnamed: 25,Unnamed: 22,Unnamed: 28,Unnamed: 23,Unnamed: 26,Unnamed: 29,Unnamed: 30,Unnamed: 21,Unnamed: 27,Unnamed: 19,Unnamed: 24,Unnamed: 17,Unnamed: 18
2013-14,22,UTA,NBA,PF,73,73,2201,.522,6.1,.999,.479,.262,.181,.076,.001,.523,.696,.388,.370,.263,.000,.628,,.114,77,.000,,0,0,,favorde01,,,,,,,,,,,,,,,
2014-15,23,UTA,NBA,PF,74,74,2280,.525,6.8,.993,.442,.214,.204,.134,.007,.527,.739,.327,.401,.341,.167,.680,1.000,.117,105,.333,.500,0,0,,favorde01,,,,,,,,,,,,,,,
2015-16,24,UTA,NBA,PF,62,59,1983,.515,7.7,.995,.380,.210,.249,.157,.005,.518,.714,.453,.391,.331,.000,.646,,.107,85,.000,,2,0,,favorde01,,,,,,,,,,,,,,,
2016-17,25,UTA,NBA,PF,50,39,1186,.487,8.4,.976,.391,.201,.177,.206,.024,.491,.607,.476,.432,.337,.300,.795,1.000,.144,52,.300,.333,0,0,,favorde01,,,,,,,,,,,,,,,
2017-18,26,UTA,NBA,C,77,77,2153,.563,7.4,.910,.480,.179,.120,.131,.090,.596,.769,.413,.405,.391,.222,.785,1.000,.226,150,.873,.236,1,0,,favorde01,,,,,,,,,,,,,,,
2018-19,27,UTA,NBA,C,76,70,1766,.586,6.6,.874,.586,.160,.076,.052,.126,.640,.744,.444,.426,.375,.218,.754,1.000,.258,146,.782,.213,0,0,,favorde01,,,,,,,,,,,,,,,
2019-20,28,NOP,NBA,C,51,49,1243,.617,4.0,.979,.681,.192,.074,.032,.021,.627,.706,.462,.440,.364,.143,.721,1.000,.177,56,.714,.200,0,0,,favorde01,,,,,,,,,,,,,,,
2020-21,29,UTA,NBA,C,68,0,1039,.638,5.1,.992,.547,.259,.132,.053,.008,.643,.729,.619,.469,.308,.000,.781,,.128,26,1.000,.000,0,0,,favorde01,,,,,,,,,,,,,,,
2021-22,30,OKC,NBA,C,39,18,653,.516,9.6,.912,.302,.165,.225,.176,.088,.554,.673,.433,.537,.406,.125,.761,1.000,.071,11,.875,.071,0,0,,favorde01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,selbyjo01,,,,,,,,,,,,,,,
2011-12,20,MEM,NBA,PG,28,0,237,.347,12.8,.792,.319,.222,.069,.181,.208,.404,.304,.625,.600,.231,.133,.130,1.000,.028,1,.133,.000,2,0,ROY-12,selbyjo01,,,,,,,,,,,,,,,
2012-13,21,MEM,NBA,PG,10,0,59,.273,16.6,.727,.136,.182,.000,.409,.273,.313,.000,.250,,.444,.167,.200,1.000,.000,0,.333,.000,0,0,,selbyjo01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,,,,,,%FGA,#,,,Att.,Md.,,smithto05,,2P,Awards,,,,,,,,,,,,
2024-25,24,DET,NBA,PF,1,0,22,.667,1.6,1.000,.889,.111,.000,.000,.000,.667,.750,.000,,,,,,.000,0,,,0,0,,smithto05,,.667,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,masonde01,,,,,,,,,,,,,,,
2000-01,23,SEA,NBA,SF,78,14,1522,.431,12.8,.847,.267,.123,.134,.323,.153,.460,.658,.315,.339,.401,.269,.690,1.000,.052,18,.388,.231,2,0,,masonde01,,,,,,,,,,,,,,,
2001-02,24,SEA,NBA,SF,75,20,2420,.464,13.1,.923,.221,.142,.120,.441,.077,.480,.653,.275,.478,.460,.271,.680,.875,.069,45,.356,.333,1,0,6MOY-5,masonde01,,,,,,,,,,,,,,,
2002-03,25,2TM,NBA,SF,80,40,2763,.449,12.5,.929,.248,.112,.121,.448,.071,.461,.627,.342,.374,.423,.292,.725,.952,.061,52,.208,.267,2,0,,masonde01,,,,,,,,,,,,,,,
2002-03,25,SEA,NBA,SF,52,15,1811,.436,14.1,.918,.199,.115,.109,.493,.082,.449,.677,.312,.384,.404,.291,.735,1.000,.055,33,.127,.143,1,0,,masonde01,,,,,,,,,,,,,,,
2002-03,25,MIL,NBA,SF,28,25,952,.474,11.0,.951,.340,.106,.143,.363,.049,.483,.571,.405,.360,.472,.294,.708,.800,.071,19,.471,.375,1,0,,masonde01,,,,,,,,,,,,,,,
2003-04,26,MIL,NBA,SF,82,31,2534,.472,9.5,.955,.371,.153,.168,.262,.045,.483,.578,.429,.377,.449,.231,.640,.889,.075,56,.590,.261,1,0,6MOY-6,masonde01,,,,,,,,,,,,,,,
2004-05,27,MIL,NBA,SF,80,71,2893,.443,8.4,.993,.392,.166,.215,.220,.007,.445,.560,.408,.401,.312,.125,.564,1.000,.070,63,.250,.000,2,0,,masonde01,,,,,,,,,,,,,,,
2005-06,28,NOK,NBA,SF,70,55,2102,.399,7.0,.991,.394,.288,.171,.138,.009,.401,.533,.317,.254,.379,.167,.540,1.000,.084,52,.333,.500,3,0,,masonde01,,,,,,,,,,,,,,,
2006-07,29,NOK,NBA,SF,75,75,2575,.452,4.2,1.000,.461,.407,.122,.010,.000,.452,.595,.355,.255,.222,,.531,,.078,56,,,0,0,,masonde01,,,,,,,,,,,,,,,
2007-08,30,MIL,NBA,SF,59,56,1702,.482,5.9,1.000,.455,.273,.195,.078,.000,.482,.608,.400,.366,.324,,.687,,.080,32,,,0,0,,masonde01,,,,,,,,,,,,,,,
2008-09,31,OKC,NBA,SG,39,19,1064,.435,6.7,.989,.414,.267,.214,.095,.011,.440,.636,.316,.344,.148,.000,.613,,.074,20,.000,,0,0,,masonde01,,,,,,,,,,,,,,,
2009-10,32,SAC,NBA,SF,5,4,66,.417,6.3,1.000,.583,.000,.333,.083,.000,.417,.571,,.000,1.000,,.800,,.167,2,,,0,0,,masonde01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,fernabr01,,,,,,,,,,,,,,,
2019-20,21,ATL,NBA,C,56,13,713,.518,7.0,.814,.578,.186,.040,.010,.186,.605,.713,.297,.625,.000,.135,.694,1.000,.226,38,.405,.067,0,0,,fernabr01,,,,,,,,,,,,,,,
2020-21,22,ATL,NBA,C,33,0,226,.409,4.5,.955,.659,.182,.068,.045,.045,.429,.586,.000,.333,.000,.000,.833,,.205,6,.500,.000,0,0,,fernabr01,,,,,,,,,,,,,,,
2021-22,23,2TM,NBA,C,30,0,152,.655,4.7,.964,.618,.291,.036,.018,.036,.660,.676,.625,.500,1.000,.500,.714,1.000,.309,17,.500,.000,0,0,,fernabr01,,,,,,,,,,,,,,,
2021-22,23,BOS,NBA,C,20,0,58,.500,6.2,.929,.643,.071,.143,.071,.071,.462,.444,.000,.500,1.000,1.000,.500,1.000,.143,2,.000,,0,0,,fernabr01,,,,,,,,,,,,,,,
2021-22,23,HOU,NBA,C,10,0,94,.707,3.2,.976,.610,.366,.000,.000,.024,.725,.760,.667,,,.000,.759,,.366,15,1.000,.000,0,0,,fernabr01,,,,,,,,,,,,,,,
2022-23,24,2TM,NBA,C,39,4,405,.527,5.3,.964,.518,.411,.018,.018,.036,.546,.672,.413,.000,.500,.000,.695,,.304,29,.500,.000,0,0,,fernabr01,,,,,,,,,,,,,,,
2022-23,24,HOU,NBA,C,31,4,364,.516,3.7,.989,.538,.419,.011,.022,.011,.522,.680,.333,.000,.500,.000,.688,,.344,27,1.000,.000,0,0,,fernabr01,,,,,,,,,,,,,,,
2022-23,24,ATL,NBA,C,8,0,41,.579,7.0,.842,.421,.368,.053,.000,.158,.688,.625,.857,.000,,.000,.727,,.105,2,.333,.000,0,0,,fernabr01,,,,,,,,,,,,,,,
2023-24,25,ATL,NBA,C,45,2,682,.583,3.7,.979,.567,.369,.037,.005,.021,.596,.755,.391,.286,.000,.000,.817,,.219,38,.000,,0,0,,fernabr01,,,,,,,,,,,,,,,
2024-25,26,TOR,NBA,C,17,2,147,.531,4.1,1.000,.592,.327,.041,.041,.000,.531,.655,.438,.000,.000,,.654,,.143,7,,,0,0,,fernabr01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,16-3P,3P,,,,%FGA,#,,,Att.,Md.,,belltr01,,,%3PA,2P,Awards,,,,,,,,,,
2003-04,23,MEM,NBA,PG,6,0,34,.222,13.1,.778,.333,.111,.000,.333,.222,.286,.167,.500,.333,.000,,,,.000,0,,,0,0,,belltr01,,,.000,.500,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,hieldbu01,,,,,,,,,,,,,,,
2016-17,24,2TM,NBA,SG,82,55,1888,.426,16.9,.506,.197,.091,.100,.117,.494,.461,.550,.414,.442,.367,.391,.436,.791,.012,9,.169,.469,1,0,ROY-4,hieldbu01,,,,,,,,,,,,,,,
2016-17,24,NOP,NBA,SG,57,37,1161,.393,16.8,.488,.246,.068,.062,.113,.512,.417,.517,.219,.276,.396,.369,.490,.820,.011,5,.141,.441,1,0,,hieldbu01,,,,,,,,,,,,,,,
2016-17,24,SAC,NBA,SG,25,18,727,.480,17.0,.534,.118,.128,.162,.125,.466,.525,.657,.579,.542,.324,.428,.373,.746,.014,4,.217,.500,0,0,,hieldbu01,,,,,,,,,,,,,,,
2017-18,25,SAC,NBA,SG,80,13,2024,.446,16.4,.563,.160,.106,.105,.192,.437,.457,.631,.364,.327,.436,.431,.442,.773,.015,13,.164,.537,2,0,,hieldbu01,,,,,,,,,,,,,,,
2018-19,26,SAC,NBA,SG,82,82,2615,.458,17.0,.521,.190,.089,.094,.149,.479,.487,.671,.240,.414,.446,.427,.504,.842,.026,34,.194,.516,2,0,,hieldbu01,,,,,,,,,,,,,,,
2019-20,27,SAC,NBA,SG,72,44,2216,.429,19.1,.408,.130,.078,.082,.118,.592,.479,.675,.352,.400,.401,.394,.396,.723,.015,16,.172,.483,0,0,,hieldbu01,,,,,,,,,,,,,,,
2020-21,28,SAC,NBA,SG,71,71,2433,.406,21.2,.273,.087,.060,.064,.063,.727,.446,.640,.267,.444,.355,.391,.331,.812,.009,8,.136,.469,1,0,,hieldbu01,,,,,,,,,,,,,,,
2021-22,29,2TM,NBA,SG,81,32,2499,.406,19.0,.348,.129,.081,.068,.064,.652,.482,.606,.382,.427,.443,.366,.440,.821,.006,7,.154,.391,2,1,,hieldbu01,,,,,,,,,,,,,,,
2021-22,29,SAC,NBA,SG,55,6,1574,.382,20.4,.286,.110,.061,.051,.056,.714,.419,.605,.190,.314,.436,.368,.482,.802,.006,4,.131,.431,2,1,,hieldbu01,,,,,,,,,,,,,,,
2021-22,29,IND,NBA,SG,26,26,925,.447,17.7,.454,.163,.116,.099,.077,.546,.549,.606,.553,.525,.452,.362,.406,.863,.007,3,.204,.333,0,0,,hieldbu01,,,,,,,,,,,,,,,
2022-23,30,IND,NBA,SF,80,73,2482,.458,19.2,.348,.151,.084,.044,.066,.652,.518,.688,.345,.413,.420,.425,.556,.878,.012,12,.167,.478,1,0,,hieldbu01,,,,,,,,,,,,,,,
2023-24,31,2TM,NBA,SF,84,42,2160,.436,19.1,.332,.161,.098,.031,.042,.668,.539,.657,.446,.346,.444,.386,.671,.918,.008,6,.178,.436,0,0,,hieldbu01,,,,,,,,,,,,,,,
2023-24,31,IND,NBA,SF,52,28,1336,.443,19.4,.309,.164,.097,.017,.031,.691,.575,.635,.540,.333,.500,.384,.717,.912,.012,5,.162,.379,0,0,,hieldbu01,,,,,,,,,,,,,,,
2023-24,31,PHI,NBA,SG,32,14,824,.426,18.9,.366,.156,.099,.051,.060,.634,.492,.692,.303,.353,.400,.389,.600,.927,.003,1,.204,.512,0,0,,hieldbu01,,,,,,,,,,,,,,,
2024-25,32,GSW,NBA,SG,82,22,1863,.417,20.0,.302,.093,.127,.041,.041,.698,.527,.726,.500,.406,.281,.370,.616,.931,.011,9,.233,.367,1,0,,hieldbu01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,liveris01,,,,,,,,,,,,,,,
2021-22,23,DET,NBA,SF,19,5,383,.456,20.1,.289,.111,.078,.033,.067,.711,.538,.800,.429,.667,.167,.422,.643,.963,.011,1,.406,.423,0,0,,liveris01,,,,,,,,,,,,,,,
2022-23,24,DET,NBA,PF,52,22,1199,.417,20.0,.295,.066,.073,.066,.076,.705,.541,.842,.381,.368,.500,.365,.609,.892,.028,8,.305,.435,2,0,,liveris01,,,,,,,,,,,,,,,
2023-24,25,DET,NBA,PF,23,6,469,.345,19.2,.336,.155,.086,.017,.078,.664,.462,.667,.300,.000,.333,.286,.778,1.000,.034,4,.364,.286,1,0,,liveris01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,,,Att.,Md.,,rileyer01,,,,,,2P,%3PA,Awards,,,,,,,
1996-97,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rileyer01,,,,,,,,,,,,,,,
1997-98,27,DAL,NBA,C,39,14,544,.415,11.4,.993,.222,.178,.296,.296,.007,.418,.600,.417,.275,.425,.000,,,.059,8,,,0,0,,rileyer01,,,,,,.714,.000,,,,,,,,
1998-99,28,BOS,NBA,C,35,11,337,.519,5.1,1.000,.500,.370,.111,.019,.000,.519,.630,.400,.500,.000,,,,.204,11,,,0,0,,rileyer01,,,,,,.714,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,clarkea01,,,,,,,,,,,,,,,
2009-10,22,PHO,NBA,PF,51,0,383,.371,12.7,.967,.205,.172,.139,.450,.033,.370,.548,.346,.286,.324,.400,.574,1.000,.046,5,.200,.000,1,0,,clarkea01,,,,,,,,,,,,,,,
2010-11,23,2TM,NBA,SF,42,0,464,.430,10.8,.968,.392,.133,.076,.367,.032,.444,.661,.095,.250,.379,.000,.618,,.108,16,.200,.000,0,0,,clarkea01,,,,,,,,,,,,,,,
2010-11,23,PHO,NBA,SF,9,0,72,.387,11.8,1.000,.355,.065,.032,.548,.000,.387,.455,.500,.000,.353,,.667,,.097,2,,,0,0,,clarkea01,,,,,,,,,,,,,,,
2010-11,23,ORL,NBA,SF,33,0,392,.441,9.8,.961,.402,.150,.087,.323,.039,.459,.706,.053,.273,.390,.000,.607,,.110,14,.200,.000,0,0,,clarkea01,,,,,,,,,,,,,,,
2011-12,24,ORL,NBA,PF,45,1,559,.367,10.5,1.000,.345,.129,.151,.374,.000,.367,.542,.167,.381,.269,,.765,,.094,11,,,0,0,,clarkea01,,,,,,,,,,,,,,,
2012-13,25,LAL,NBA,PF,59,36,1363,.440,13.9,.731,.301,.085,.062,.282,.269,.479,.629,.364,.375,.376,.337,.756,1.000,.111,39,.250,.385,0,0,,clarkea01,,,,,,,,,,,,,,,
2013-14,26,2TM,NBA,PF,54,17,768,.372,16.1,.533,.161,.088,.077,.207,.467,.403,.524,.435,.300,.333,.336,.643,1.000,.027,7,.279,.235,1,0,,clarkea01,,,,,,,,,,,,,,,
2013-14,26,CLE,NBA,PF,45,17,698,.375,17.7,.517,.163,.075,.071,.208,.483,.403,.538,.389,.235,.360,.345,.700,1.000,.025,6,.284,.242,1,0,,clarkea01,,,,,,,,,,,,,,,
2013-14,26,NYK,NBA,PF,9,0,70,.333,14.5,.714,.143,.238,.143,.190,.286,.400,.333,.600,.667,.000,.167,.167,1.000,.048,1,.167,.000,0,0,,clarkea01,,,,,,,,,,,,,,,
2014-15,27,BRK,NBA,PF,10,0,93,.367,18.7,.533,.133,.000,.033,.367,.467,.438,.750,,.000,.364,.286,.571,1.000,.000,0,.143,.000,0,0,,clarkea01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,%3PA,3P%,Att.,Md.,,brownpj01,,,,,,2P,,,Awards,,,,,,
1996-97,27,MIA,NBA,PF,80,71,2592,.457,8.8,.997,.357,.299,.253,.088,.003,.459,.577,.378,.373,.500,.000,,,.133,83,.500,.000,0,0,,brownpj01,,,,,,.733,,,DEF2,,,,,,
1997-98,28,MIA,NBA,PF,74,74,2362,.471,9.6,1.000,.286,.256,.276,.181,.000,.471,.704,.338,.399,.402,,,,.115,64,,,0,0,,brownpj01,,,,,,.755,,,,,,,,,
1998-99,29,MIA,NBA,PF,50,50,1611,.480,11.5,1.000,.237,.161,.287,.314,.000,.480,.611,.377,.431,.480,,,,.052,24,,,0,0,,brownpj01,,,,,,.860,,,DEF2,,,,,,
1999-00,30,MIA,NBA,PF,80,80,2302,.480,11.3,.999,.247,.167,.288,.297,.001,.481,.687,.330,.446,.427,.000,,,.064,41,.000,,0,0,,brownpj01,,,,,,.789,,,,,,,,,
2000-01,31,CHH,NBA,C,80,79,2811,.444,9.6,.993,.357,.114,.237,.285,.007,.447,.555,.375,.406,.375,.000,,,.041,18,.250,.000,1,0,,brownpj01,,,,,,.711,,,DEF2,,,,,,
2001-02,32,CHH,NBA,C,80,80,2563,.474,8.1,1.000,.421,.101,.269,.209,.000,.474,.568,.283,.472,.382,,,,.072,37,,,0,0,,brownpj01,,,,,,.736,,,,,,,,,
2002-03,33,NOH,NBA,PF,78,78,2609,.531,8.4,.995,.348,.176,.283,.188,.005,.533,.593,.434,.518,.540,.000,,,.050,28,.000,,0,0,,brownpj01,,,,,,.724,,,,,,,,,
2003-04,34,NOH,NBA,PF,80,80,2753,.476,9.8,.999,.320,.111,.271,.296,.001,.477,.575,.342,.446,.450,.000,,,.067,46,.000,,0,0,,brownpj01,,,,,,.767,,,,,,,,,
2004-05,35,NOH,NBA,PF,82,78,2817,.446,9.9,1.000,.323,.109,.247,.321,.000,.446,.535,.337,.390,.436,,,,.050,30,,,0,0,,brownpj01,,,,,,.713,,,MVP-14,,,,,,
2005-06,36,NOK,NBA,C,75,73,2380,.461,10.5,1.000,.285,.108,.268,.340,.000,.461,.524,.302,.391,.515,,,,.055,25,,,0,0,,brownpj01,,,,,,.773,,,DPOY-13,,,,,,
2006-07,37,CHI,NBA,PF,72,49,1456,.407,9.8,.995,.333,.120,.244,.299,.005,.409,.424,.220,.431,.448,.000,,,.036,13,.000,,1,0,,brownpj01,,,,,,.788,,,,,,,,,
2007-08,38,BOS,NBA,PF,18,0,209,.341,8.8,.976,.439,.073,.171,.293,.024,.350,.333,.333,.429,.333,.000,,,.024,1,.000,,0,0,,brownpj01,,,,,,.643,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,swideco01,,,,,,,,,,,,,,,
2022-23,23,LAL,NBA,SF,7,0,41,.333,24.2,.111,.000,.000,.111,.000,.889,.000,,,.000,,.375,,1.000,.000,0,.250,1.000,0,0,,swideco01,,,,,,,,,,,,,,,
2023-24,24,MIA,NBA,SF,18,0,87,.395,22.1,.211,.079,.053,.026,.053,.789,.625,1.000,.000,1.000,.500,.333,.800,1.000,.053,2,.267,.500,0,0,,swideco01,,,,,,,,,,,,,,,
2024-25,25,2TM,NBA,SF,10,0,169,.349,23.2,.254,.063,.048,.048,.095,.746,.438,.250,.333,.667,.500,.319,.714,1.000,.000,0,.404,.316,0,0,,swideco01,,,,,,,,,,,,,,,
2024-25,25,DET,NBA,SF,2,0,13,.000,25.4,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.200,.000,0,0,,swideco01,,,,,,,,,,,,,,,
2024-25,25,TOR,NBA,SF,8,0,156,.379,20.9,.276,.069,.052,.052,.103,.724,.438,.250,.333,.667,.500,.357,.714,1.000,.000,0,.429,.333,0,0,,swideco01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,watsopa01,,,,,,,,,,,,,,,
2019-20,25,2TM,NBA,SF,10,0,87,.385,15.1,.538,.308,.154,.038,.038,.462,.429,.750,.000,.000,.000,.333,.667,1.000,.115,3,.083,.000,0,0,,watsopa01,,,,,,,,,,,,,,,
2019-20,25,ATL,NBA,SF,2,0,17,.000,16.3,.571,.000,.429,.000,.143,.429,.000,,.000,,.000,.000,,,.000,0,.333,.000,0,0,,watsopa01,,,,,,,,,,,,,,,
2019-20,25,TOR,NBA,SF,8,0,70,.526,14.0,.526,.421,.053,.053,.000,.474,.600,.750,.000,.000,,.444,.667,1.000,.158,3,.000,,0,0,,watsopa01,,,,,,,,,,,,,,,
2020-21,26,TOR,NBA,SF,27,2,297,.463,20.5,.220,.098,.085,.037,.000,.780,.444,.875,.143,.000,,.469,.375,.867,.024,2,.406,.500,0,0,,watsopa01,,,,,,,,,,,,,,,
2021-22,27,OKC,NBA,SF,9,3,156,.343,19.7,.257,.114,.114,.029,.000,.743,.667,.750,.500,1.000,,.231,.500,1.000,.029,0,.423,.273,0,0,,watsopa01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,maynoer01,,,,,,,,,,,,,,,
2009-10,22,2TM,NBA,PG,81,2,1269,.418,11.4,.807,.223,.323,.106,.155,.193,.444,.463,.412,.513,.439,.310,.144,.818,.000,0,.070,.200,1,0,,maynoer01,,,,,,,,,,,,,,,
2009-10,22,UTA,NBA,PG,26,2,363,.391,10.7,.820,.278,.331,.105,.105,.180,.431,.432,.432,.500,.357,.208,.191,1.000,.000,0,.000,,1,0,,maynoer01,,,,,,,,,,,,,,,
2009-10,22,OKC,NBA,PG,55,0,906,.434,12.1,.800,.191,.319,.106,.183,.200,.452,.489,.400,.520,.465,.362,.118,.765,.000,0,.106,.200,0,0,,maynoer01,,,,,,,,,,,,,,,
2010-11,23,OKC,NBA,PG,82,0,1200,.402,14.8,.712,.117,.306,.129,.159,.288,.409,.590,.363,.419,.358,.385,.113,.946,.000,0,.094,.222,6,0,,maynoer01,,,,,,,,,,,,,,,
2011-12,24,OKC,NBA,PG,9,0,137,.359,18.2,.564,.026,.231,.128,.179,.436,.364,1.000,.222,.600,.286,.353,.125,.833,.000,0,.059,1.000,1,0,,maynoer01,,,,,,,,,,,,,,,
2012-13,25,2TM,NBA,PG,64,0,963,.377,15.1,.658,.125,.317,.082,.135,.342,.389,.600,.326,.348,.368,.354,.222,.941,.000,0,.073,.429,3,1,,maynoer01,,,,,,,,,,,,,,,
2012-13,25,OKC,NBA,PG,37,0,391,.313,16.1,.600,.113,.287,.070,.130,.400,.304,.462,.242,.125,.400,.326,.095,.933,.000,0,.043,.500,3,1,,maynoer01,,,,,,,,,,,,,,,
2012-13,25,POR,NBA,SG,27,0,572,.422,14.0,.699,.133,.337,.090,.139,.301,.440,.682,.375,.467,.348,.380,.275,.947,.000,0,.100,.400,0,0,,maynoer01,,,,,,,,,,,,,,,
2013-14,26,2TM,NBA,PG,31,0,327,.317,15.7,.634,.069,.228,.198,.139,.366,.313,.571,.217,.300,.357,.324,.200,.917,.000,0,.054,.500,1,0,,maynoer01,,,,,,,,,,,,,,,
2013-14,26,WAS,NBA,PG,23,0,215,.292,16.5,.653,.069,.236,.222,.125,.347,.277,.400,.294,.250,.222,.320,.231,.875,.000,0,.040,1.000,1,0,,maynoer01,,,,,,,,,,,,,,,
2013-14,26,PHI,NBA,PG,8,0,112,.379,15.0,.586,.069,.207,.138,.172,.414,.412,1.000,.000,.500,.600,.333,.143,1.000,.000,0,.083,.000,0,0,,maynoer01,,,,,,,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,,,%FGA,#,%3PA,3P%,Att.,Md.,,lamplse01,,,,,,2P,,,Awards,,,,,,
2001-02,Did not play - other pro league,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lamplse01,,,,,,,,,,,,,,,
2002-03,23,MIA,NBA,SF,35,0,487,.434,6.7,.969,.434,.279,.132,.124,.031,.448,.607,.278,.529,.188,.000,,,.124,15,.250,.000,0,0,,lamplse01,,,,,,.429,,,,,,,,,
2003-04,24,GSW,NBA,SF,10,0,63,.650,4.9,1.000,.500,.250,.200,.050,.000,.650,.700,.600,.500,1.000,,,,.150,2,,,0,0,,lamplse01,,,,,,.615,,,,,,,,,
Season,Age,Team,Lg,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,mcdanja01,,,,,,,,,,,,,,,
2019-20,22,CHO,NBA,SF,16,0,293,.471,11.6,.657,.357,.214,.071,.014,.343,.522,.600,.400,.400,1.000,.375,.500,1.000,.057,4,.583,.429,1,0,,mcdanja01,,,,,,,,,,,,,,,
2020-21,23,CHO,NBA,SF,47,18,904,.468,11.6,.630,.338,.239,.042,.011,.370,.547,.688,.382,.333,.667,.333,.633,1.000,.099,24,.514,.333,1,0,,mcdanja01,,,,,,,,,,,,,,,
2021-22,24,CHO,NBA,SF,55,2,895,.484,13.4,.575,.283,.224,.051,.016,.425,.562,.750,.386,.231,.750,.380,.610,1.000,.075,17,.380,.341,1,0,,mcdanja01,,,,,,,,,,,,,,,
2022-23,25,2TM,NBA,SF,80,24,1913,.455,11.0,.624,.305,.207,.078,.016,.376,.530,.649,.398,.396,.400,.332,.549,.974,.073,36,.384,.337,0,0,,mcdanja01,,,,,,,,,,,,,,,
2022-23,25,CHO,NBA,SF,56,21,1494,.447,13.1,.591,.298,.206,.071,.016,.409,.534,.673,.392,.400,.375,.322,.526,.969,.073,29,.376,.329,0,0,,mcdanja01,,,,,,,,,,,,,,,
